Species,Authority,Family,Species_OtherName,Symmetry,Symmetry.note,Symmetry.reference,Symmetry.Sauquet,Symmetry.Reyes,Symmetry.Kalisz,Species.Sauquet.Original,Reference.Sauquet,Species.Reyes.Original,Ref.Reyes,Species.Kalisz.Original,Ref.Kalisz,Cleistogamy,Type.Cleistogamy,Reference.Cleistogamy,Comments.Cleistogamy,SCindex,AutofertilityIndex
Chamaecrista_chapadae,,Leguminosae,,Zygo,,https://gobotany.nativeplanttrust.org/genus/chamaecrista/,,,,,,,,,,0,,,,1,0
Chamaecrista_confertiformis,,Leguminosae,,Zygo,,https://gobotany.nativeplanttrust.org/genus/chamaecrista/,,,,,,,,,,0,,,,0.856,0
Chamaecrista_cytisoides,,Leguminosae,,Zygo,,https://gobotany.nativeplanttrust.org/genus/chamaecrista/,,,,,,,,,,0,,,,0.665,0
Chamaecrista_desvauxii,,Leguminosae,,Zygo,,https://gobotany.nativeplanttrust.org/genus/chamaecrista/,,,,,,,,,,0,,,,0.971014493,0
Chamaecrista_glaucofilix,,Leguminosae,,Zygo,,https://gobotany.nativeplanttrust.org/genus/chamaecrista/,,,,,,,,,,0,,,,1,0
Chamaecrista_lineata,,Leguminosae,,Zygo,,https://gobotany.nativeplanttrust.org/genus/chamaecrista/,,,,,,,,,,0,,,,0.89889526,0
Chamaecrista_ramosa,,Leguminosae,,Zygo,,https://gobotany.nativeplanttrust.org/genus/chamaecrista/,,,,,,,,,,0,,,,0.833333333,0
Chamaecrista_rotundifolia,,Leguminosae,,Zygo,,https://gobotany.nativeplanttrust.org/genus/chamaecrista/,,,,,,,,,,0,,,,1,0
Chloraea_lamellata,,Orchidaceae,,Zygo,,http://www.orchidspecies.com/chlorlamellata.htmis study,,,,,,,,,,0,,,,0.684210526,0
Cirrhaea_dependens,,Orchidaceae,,Zygo,,http://www.orchidspecies.com/cirrdependens.htm,,,,,,,,,,0,,,,0.971428571,0
Cistanthe_grandiflora,,Portulacaceae,,Act,,https://www.slobg.org/cistanthe-grandiflora-calandrinia-spectabilis,,,,,,,,,,0,,,,0.7647,0.7857
Citrus_paradisi,,Rutaceae,,Act,,http://plantinfo.co.za/plant/citrus-paradisi/,,,,,,,,,,0,,,,0.802531646,0.387341772
Clematis_akebioides,,Ranunculaceae,,Act,,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200007581,,,,,,,,,,0,,,,1,0.972972973
Clematis_chrysocoma,,Ranunculaceae,,Act,,http://clematisinternational.com/page210.html,,,,,,,,,,0,,,,0.871794872,0.256410256
Clematis_rehderiana,,Ranunculaceae,,Act,,https://www.vanmeuwen.com/p/clematis-rehderiana/60460VM,,,,,,,,,,0,,,,0.948717949,0.794871795
Cleome_lutea,,Cleomaceae,,Act,,http://swbiodiversity.org/seinet/taxa/index.php?taxon=12573,,,,,,,,,,0,,,,1,0.884615385
Clerodendrum_villosum,,Lamiaceae,,Zygo,,http://phytoimages.siu.edu/imgs/benctan/r/Lamiaceae_Clerodendrum_villosum_30014.html,,,,,,,,,,0,,,,0.742041435,0.48762001
Clintonia_borealis,,Liliaceae,,Act,,https://plants.ces.ncsu.edu/plants/clintonia-borealis/,,,,,,,,,,0,,,,0.831408776,0.326789838
Cneorum_tricoccon,,Rutaceae,,Act,,http://www.plantsystematics.org/imgs/shimizu/r/Rutaceae_Cneorum_tricoccon_43084.html,,,,,,,,,,0,,,,0.724600757,0.11726958
Cochlospermum_regium,,Bixaceae,,Act,,http://www.aplantadavez.com.br/2015/11/algodao-do-campo-cochlospermum-regium.html,,,,,,,,,,0,,,,0.697674419,0
Codonopsis_subglobosa,,Campanulaceae,,Act,,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=107542,,,,,,,,,,0,,,,0.945026461,0.504050113
Comanthera_mucugensis,,Eriocaulaceae,,Act,,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:297129-2,,,,,,,,,,0,,,,0.967058824,0.075294118
Comarum_palustre,,Rosaceae,,Act,,https://www.gardenmanage.com/statuses/1000139640.html,,,,,,,,,,0,,,,0.932155716,0.264851485
Commelina_diffusa,,Commeliceae,,Zygo,,http://www.missouriplants.com/Bluealt/Commelina_diffusa_page.html,,,,,,,,,,0,,,,0.705783537,0.674946004
Condalia_montana,,Rhamceae,,Act,http://www.soilcropandmore.info/crops/Weeds/UvaldeWeedSite/coho.htm,,,,,,,,,,,0,,,,0.615384615,0.307692308
Convolvulus_glomeratus,,Convolvulaceae,,Act,,https://www.flowersofindia.net/catalog/slides/Clustered%20Bindweed.html,,,,,,,,,,0,,,,1,1
Corymborkis_corymbis,,Orchidaceae,,Zygo,,http://www.orchid-africa.net/espece_detail.asp?espPK=13536,,,,,,,,,,0,,,,0.555,0
Crataegus_crus-galli,,Rosaceae,,Act,,https://plants.ces.ncsu.edu/plants/crataegus-crus-galli/,,,,,,,,,,0,,,,0.876083189,0.260831889
Crataegus_monogyna,,Rosaceae,,Act,,https://www.researchgate.net/figure/Hawthorn-Crataegus-monogyna-is-a-widespread-shrub-with-massed-flowering-in-late-spring_fig4_311584156,,,,,,,,,,0,,,,0.5,0.44275
Cristaria_dissecta,,Malvaceae,,Act,,https://www.inaturalist.org/taxa/559972-Cristaria,,,,,,,,,,0,,,,0.8857,0.8393
Crotalaria_micans,,Leguminosae,,Zygo,,https://www.inaturalist.org/taxa/139267-Crotalaria-micans,,,,,,,,,,0,,,,1,0.806451613
Cucumis_melo,,Cucurbitaceae,,Act,,http://tropical.theferns.info/viewtropical.php?id=Cucumis+melo,,,,,,,,,,0,,,,0.843111938,0
Cuphea_odonnellii,Lourteig,Lythraceae,,Zygo,,https://inpn.mnhn.fr/espece/cd_nom/733985,,,,,,,,,,0,,,,0.553863196,0.446690667
Cyclamen_creticum,,Primulaceae,,Act,,https://www.cyclamen.org/plants/species/cyclamen-creticum/,,,,,,,,,,0,,,,1,0.116202072
Cyclamen_repandum,,Primulaceae,,Act,,https://www.cyclamen.org/plants/species/cyclamen-repandum/,,,,,,,,,,0,,,,1,0.420043123
Cymbidium_lancifolium,,Orchidaceae,,Zygo,,http://www.orchidspecies.com/cymlancifolium.htm,,,,,,,,,,0,,,,0.977333333,0.8
Cymbidium_macrorhizon,,Orchidaceae,,Zygo,,https://orchid.unibas.ch/index.php/en/?option=com_content&view=article&id=3&SearchResultID=161424/Cymbidium/macrorhizon/Lindley_John&setLang=en-GB,,,,,,,,,,0,,,,0.944666667,1
Cynophalla_flexuosa,,Capparaceae,,Act,,https://www.inaturalist.org/guide_taxa/117951,,,,,,,,,,0,,,,0.65375,0.2325
Cypripedium_acaule,,Orchidaceae,,Zygo,,https://www.fs.fed.us/wildflowers/beauty/cypripedium/cypripedium_acaule.shtml,,,,,,,,,,0,,,,1,0
Cypripedium_macranthos,,Orchidaceae,,Zygo,,https://www.inaturalist.org/taxa/436159-Cypripedium-macranthos,,,,,,,,,,0,,,,1,0
Cyrtopodium_punctatum,,Orchidaceae,,Zygo,,https://naturalezatropical.com/cyrtopodium-punctatum/,,,,,,,,,,0,,,,0.618747458,0
Cyrtosia_septentrionalis,,Orchidaceae,,Zygo,,https://www.inaturalist.org/taxa/471196-Cyrtosia-septentrionalis,,,,,,,,,,0,,,,0.913385827,1
Dalea_carthagenensis,,Leguminosae,,Zygo,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331543-2,,,,,,,,,,0,,,,0.916666667,0.476133333
Datura_wrightii,,Solaceae,,Act,,https://www.fs.fed.us/wildflowers/beauty/Sky_Islands/plants/Datura_wrightii/index.shtml,,,,,,,,,,0,,,,1,0.525250253
Dendrobium_cunninghamii,,Orchidaceae,,Zygo,,http://www.orchidspecies.com/dencunninghamii.htm,,,,,,,,,,0,,,,0.5,0
Derris_ovalifolia,,Leguminosae,,Zygo,,https://www.flowersofindia.net/catalog/slides/Kanara%20Derris.html,,,,,,,,,,0,,,,0.608903021,0.378378378
Desmodium_barbatum,,Leguminosae,,Zygo,,http://tropical.theferns.info/image.php?id=Desmodium+barbatum,,,,,,,,,,0,,,,0.933265925,0.451393904
Desmodium_incanum,,Leguminosae,,Zygo,,http://cookislands.bishopmuseum.org/species.asp?id=6050,,,,,,,,,,0,,,,0.997506234,0.984381152
Desmoscelis_villosa,,Melastomataceae,,Act,,https://www.biolib.cz/en/image/id230667/,,,,,,,,,,0,,,,0.771952337,0.499908341
Dieffenbachia_longispatha,,Araceae,,Act,,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:30002878-2,,,,,,,,,,0,,,,0.663096832,0.667559125
Dillwynia_tenuifolia,,Leguminosae,,Zygo,,http://anpsa.org.au/d-tenu.html,,,,,,,,,,0,,,,0.632478632,0.549427512
Diodella_radula,,Rubiaceae,,Act,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77154341-1,,,,,,,,,,0,,,,0.988505747,0
Disa_pulchra,,Orchidaceae,,Zygo,,http://www.orchidspecies.com/disapulchra.htm,,,,,,,,,,0,,,,0.965559656,0
Drymonia_conchocalyx,,Gesneriaceae,,Zygo,,https://www.inaturalist.org/taxa/518258-Drymonia-conchocalyx,,,,,,,,,,0,,,,1,0
Earina_autumnalis,,Orchidaceae,,Zygo,,http://m.nzpcn.org.nz/flora_details.aspx?ID=1826,,,,,,,,,,0,,,,0.912541254,0
Earina_mucronata,,Orchidaceae,,Zygo,,https://www.nativeorchids.co.nz/Descriptions/Earina_mucronata.html,,,,,,,,,,0,,,,0.967001435,0
Elleanthus_brasiliensis,,Orchidaceae,,Zygo,,http://www.orchidspecies.com/ellebrazilensis.htm,,,,,,,,,,0,,,,0.714206128,0
Emex_australis,,Polygoceae,,Act,,https://weeds.brisbane.qld.gov.au/weeds/cape-spinach,,,,,,,,,,0,,,,1,0.757555934
Emilia_fosbergii,,Compositae,,Act,,https://wildlifeofhawaii.com/flowers/1382/emilia-fosbergii-florida-tasselflower/,,,,,,,,,,0,,,,1,1
Enemion_biternatum,,Ranunculaceae,,Act,,https://www.registrelep-sararegistry.gc.ca/default.asp?lang=En&n=47905F39-1,,,,,,,,,,0,,,,0.53358209,0
Eremosparton_songoricum,,Leguminosae,,Zygo,,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=242320782,,,,,,,,,,0,,,,0.690469208,0.050547349
Eriocnema_fulva,,Melastomataceae,,Act,,https://www.semanticscholar.org/paper/Reproductive-system-of-Eriocnema-fulva-Naudin-an-of-Andrade-Forni-Martins/2e23c0eefc1908d1a79b5139cee0ef079bfb115c,,,,,,,,,,0,,,,0.513172208,0
Erodium_cazorlanum,,Geraniaceae,,Zygo,,https://www.researchgate.net/figure/Close-view-of-two-flowers-of-Erodium-cazorlanum-from-the-same-inflorescence-illustrating_fig1_272721315,,,,,,,,,,0,,,,0.7241931,0
Eucalyptus_camaldulensis,,Myrtaceae,,Act,,https://www.olelantanaseeds.com.au/product/eucalyptus-camaldulensis-river-red-gum-seed-x200/,,,,,,,,,,0,,,,1,0.92
Eucalyptus_globulus,,Myrtaceae,,Act,,https://www.plant-world-seeds.com/store/view_seed_item/6520,,,,,,,,,,0,,,,0.8,0.8
Eugenia_dysenterica,,Myrtaceae,,Act,,https://www.wikiwand.com/en/Eugenia_dysenterica,,,,,,,,,,0,,,,0.835,0.355
Eugenia_involucrata,,Myrtaceae,,Act,,https://www.smgrowers.com/products/plants/plantdisplay.asp?plant_id=3437dy,,,,,,,,,,0,,,,0.53539823,0.18879056
Euphrasia_willkommii,,Orobanchaceae,,Zygo,,https://flora.biologiasur.org/index.php/euphrasia-willkommii,,,,,,,,,,0,,,,0.99,1
Fumana_ericifolia,,Cistaceae,,Act,,https://www.biodiversidadvirtual.org/herbarium/Fumana-ericifolia-img16057.html,,,,,,,,,,0,,,,1,0.906686815
Fumana_thymifolia,,Cistaceae,,Act,,http://mediplantepirus.med.uoi.gr/pharmacology_en/plant_details.php?id=200,,,,,,,,,,0,,,,0.960641399,0.412536443
Galinsoga_parviflora,,Compositae,,Act,,http://www.weedscience.org/details/Case.aspx?ResistID=18162,,,,,,,,,,0,,,,1,1
Galium_hypocarpium,,Rubiaceae,,Act,,https://www.researchgate.net/figure/Galium-hypocarpium-A-plant-B-Detail-of-leaves-and-stems-C-Peduncles-arrow_fig45_321834883,,,,,,,,,,0,,,,1,0.9706
Geranium_berteroanum,,Geraniaceae,,Act,,http://www.chileflora.com/Florachilena/FloraEnglish/HighResPages/EH0641.htm,,,,,,,,,,0,,,,1,0.971550179
Globimetula_braunii,,Loranthaceae,,Act,,http://www.centralafricanplants.senckenberg.de/root/index.php?page_id=34&id=6002,,,,,,,,,,0,,,,1,0
Glycosmis_pentaphylla,,Rutaceae,,Act,,https://www.flickr.com/photos/140231536@N03/25199340363,,,,,,,,,,0,,,,0.564102564,0.432880845
Gnidia_glauca,,Thymelaeaceae,,Act,,http://www.flowersofindia.net/catalog/slides/Fish%20Poison%20Bush.html,,,,,,,,,,0,,,,1,0
Gomphocarpus_fruticosus,,Apocynaceae,,Act,,https://www.researchgate.net/figure/A-honeybee-drinking-nectar-from-a-Gomphocarpus-fruticosus-flower-left-and-a_fig2_317130352,,,,,,,,,,0,,,,0.905193735,0
Gomphocarpus_physocarpus,,Apocynaceae,,Act,,https://www.smartseedsemporium.com/products/family-jewels-gomphocarpus-physocarpushttps://www.smartseedsemporium.com/products/family-jewels-gomphocarpus-physocarpus,,,,,,,,,,0,,,,0.953900709,0
Goodyera_procera,,Orchidaceae,,Zygo,,https://www.orchidsforum.com/threads/goodyera-procera.21166/,,,,,,,,,,0,,,,0.926315789,0
Govenia_fasciata,,Orchidaceae,,Zygo,,https://www.inaturalist.org/taxa/140604-Govenia,,,,,,,,,,0,,,,0.749625187,0.446776612
Govenia_utriculata,,Orchidaceae,,Zygo,,https://orchid.unibas.ch/index.php/en/database-search/advanced-search?SearchResultID=603901,,,,,,,,,,0,,,,0.825333333,0.493333333
Grevillea_beadleana,,Proteaceae,,Zygo,,https://austplants.com.au/Grevillea-beadleana,,,,,,,,,,0,,,,0.653608675,0.23904991
Grevillea_macleyana,,Proteaceae,,Zygo,,https://www.anbg.gov.au/gnp/interns-2002/grevillea-macleayana.html,,,,,,,,,,0,,,,0.904411765,0.830769231
Grevillea_mucronulata,,Proteaceae,,Zygo,,http://chabg.gov.au/images/photo_cd/630930713430/007.html,,,,,,,,,,0,,,,1,0.39737939
Grevillea_sphacelata,,Proteaceae,,Zygo,,http://anpsa.org.au/g-bux.html,,,,,,,,,,0,,,,1,0.672305034
Grevillea_wilsonii,,Proteaceae,,Zygo,,https://florabase.dpaw.wa.gov.au/browse/profile/2122,,,,,,,,,,0,,,,0.75,0
Guettarda_scabra,,Rubiaceae,,Act,,https://www.regionalconservation.org/ircs/database/plants/PlantPageBAH.asp?TXCODE=Guetscab,,,,,,,,,,0,,,,0.823303457,0.658130602
Habenaria_johannensis,,Orchidaceae,,Zygo,,https://www.researchgate.net/figure/Flowers-photographed-from-live-specimens-A-Habenaria-johannensis-flower-front-view_fig2_227072392,,,,,,,,,,0,,,,0.783783784,0
Habenaria_monorrhiza,,Orchidaceae,,Zygo,,https://orchid.unibas.ch/index.php/en/?option=com_content&view=article&id=3&SearchResultID=603933/Habenaria/monorrhiza/Swartz_Olof_Peter/Reichenbach_Heinrich_Gustav&setLang=en-GB,,,,,,,,,,0,,,,1,1
Habenaria_paulistana,,Orchidaceae,,Zygo,,https://www.researchgate.net/figure/Habenaria-paulistana-A-Habit-B-Flower-side-view-B1-Flower-front-view-C-Ovary_fig3_227072392,,,,,,,,,,0,,,,0.844832937,0
Hakea_erinacea,,Proteaceae,,Zygo,,http://www.flora.sa.gov.au/efsa/lucid/Hakea/key/Australian%20Hakea%20species/Media/Html/Hakea_erinacea.htm,,,,,,,,,,0,,,,1,1
Handroanthus_chrysotrichus,,Bignoniaceae,,Zygo,,https://eol.org/pages/5637482,,,,,,,,,,0,,,,0.845505618,0
Hedychium_gardnerianum,,Zingiberaceae,,Zygo,,https://calphotos.berkeley.edu/cgi/img_query?enlarge=0000+0000+0812+1793,,,,,,,,,,0,,,,1,1
Hedychium_villosum,,Zingiberaceae,,Zygo,,http://www.qsbg.org/Database/plantdb/herbarium/herbarium-specimen.asp?qsbgno=60245,,,,,,,,,,0,,,,1,0
Hedyotis_acutangula,,Rubiaceae,,Act,,https://sites.google.com/site/efloraofindia/species/m---z/r/rubiaceae/hedyotis/hedyotis-acutangula,,,,,,,,,,0,,,,0.554953585,0.256722151
Hedysarum_boreale,,Leguminosae,,Zygo,,https://www.invasive.org/browse/detail.cfm?imgnum=1364188,,,,,,,,,,0,,,,0.973684211,0
Heimia_salicifolia,,Lythraceae,,Act,,http://www.phytoimages.siu.edu/imgs/Cusman1/r/Lythraceae_Heimia_salicifolia_62829.html,,,,,,,,,,0,,,,1,0.95
Helianthemum_caput-felis,,Cistaceae,,Act,,http://www.florasilvestre.es/mediterranea/Cistaceae/Helianthemum_caput-felis.htm,,,,,,,,,,0,,,,0.964615385,0.854358974
Heliconia_acuminata,,Heliconiaceae,,Zygo,,https://floredeguyane.piwigo.com/picture?/14049,,,,,,,,,,0,,,,1,1
Helicteres_isora,,Malvaceae,,Zygo,,http://www.flowersofindia.net/catalog/slides/East-Indian%20Screw%20Tree.html,,,,,,,,,,0,,,,1,0
Heliotropium_angiospermum,,Boragiceae,,Act,,https://www.wildflower.org/plants/result.php?id_plant=hean5,,,,,,,,,,0,,,,0.638895988,0.473294148
Hillia_parasitica,,Rubiaceae,,Act,,http://www.ufrgs.br/fitoecologia/florars/open_sp.php?img=7500,,,,,,,,,,0,,,,0.793024378,0
Hyacinthoides_non-scripta,,Asparagaceae,,Act,,https://www.uksouthwest.net/wildflowers/asparagaceae/hyacinthoides-non-scripta.html,,,,,,,,,,0,,,,0.532461721,0.445980039
Hylocereus_undatus,,Cactaceae,,Act,,https://www.cactus-art.biz/schede/HYLOCEREUS/Hylocereus_undatus/Hylocereus_undatus/Hylocereus_undatus.htm,,,,,,,,,,0,,,,0.648,0
Hypericum_cumulicola,,Hypericaceae,,Act,,https://www.fdacs.gov/Divisions-Offices/Plant-Industry/Bureaus-and-Services/Entomology-Nematology-Plant-Pathology/Botany/Florida-s-Endangered-Plants/Florida-s-Federally-Endangered-Plant-Species-Gallery?page=2,,,,,,,,,,0,,,,0.969559585,0.146373057
Hypericum_elodes,,Hypericaceae,,Act,,https://www.uksouthwest.net/wildflowers/hypericaceae/hypericum-elodes.html,,,,,,,,,,0,,,,0.767603443,0.759530314
Hyptis_dilatata,,Lamiaceae,,Zygo,,https://www.inaturalist.org/taxa/50173-Hyptis,,,,,,,,,,0,,,,0.94352,0.53968
Impatiens_glandulifera,,Balsamiceae,,Zygo,,https://gobotany.nativeplanttrust.org/species/impatiens/glandulifera/,,,,,,,,,,0,,,,0.951578668,0.124966835
Incarvillea_mairei,,Bignoniaceae,,Zygo,,https://nargs.org/plant/incarvillea-mairei-frank-ludlow,,,,,,,,,,0,,,,0.977272727,0
Ipomoea_habeliana,,Convolvulaceae,,Act,,https://www.inaturalist.org/taxa/327874-Ipomoea-habeliana,,,,,,,,,,0,,,,1,0.636886887
Iris_cristata,,Iridaceae,,Act,,https://plants.ces.ncsu.edu/plants/iris-cristata/,,,,,,,,,,0,,,,1,0.133333333
Iris_versicolor,,Iridaceae,,Act,,https://wildadirondacks.org/adirondack-wildflowers-blue-flag-iris-versicolor.html,,,,,,,,,,0,,,,1,0.292749658
Isotria_medeoloides,,Orchidaceae,,Act,,https://goorchids.northamericanorchidcenter.org/species/isotria/medeoloides/,,,,,,,,,,0,,,,1,0.817073171
Jacquemontia_multiflora,,Convolvulaceae,,Act,,http://chaves.rcpol.org.br/profile/species/eco/eco:pt-BR:Jacquemontia%20multiflora,,,,,,,,,,0,,,,0.55,0.05
Jacquemontia_reclinata,,Convolvulaceae,,Act,,https://www.researchgate.net/figure/Flowers-of-Jacquemontia-reclinata-corolla-diameter-is-2-5-cm-Photograph-by-D_fig1_26863812,,,,,,,,,,0,,,,0.547942542,0.251616879
Jatropha_curcas,,Euphorbiaceae,,Act,,https://www.researchgate.net/figure/The-flowers-structure-of-Jatropha-curcas_fig2_282233969,,,,,,,,,,0,,,,0.974836906,0.017866964
Justicia_galapagana,,Acanthaceae,,Zygo,,http://floracostaricensis.myspecies.info/taxonomy/term/19302/descriptions,,,,,,,,,,0,,,,1,1
Justicia_sebastianopolitanae,,Acanthaceae,,Zygo,,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:326849-2,,,,,,,,,,0,,,,0.697510979,0.098184818
Kallstroemia_maxima,,Zygophyllaceae,,Act,,http://www.plantsystematics.org/imgs/robbin/r/Zygophyllaceae_Kallstroemia_maxima_33536.html,,,,,,,,,,0,,,,1,1
Kosteletzkya_virginica,,Malvaceae,,Act,,https://vnps.org/wildflowers-of-the-year/2004-seashore-mallow-kosteletzkya-virginica/,,,,,,,,,,0,,,,1,1
Lantana_camara,,Verbeceae,,Act,,https://plants.usda.gov/core/profile?symbol=LACA2,,,,,,,,,,0,,,,0.607843137,1
Lantana_peduncularis,,Verbeceae,,Zygo,,https://botany.cz/cs/lantana-peduncularis/,,,,,,,,,,0,,,,0.555555556,0.305555556
Larrea_cuneifolia,,Zygophyllaceae,,Act,,http://www.floramendocina.com.ar/clase_3/larrea_cuneifolia_p6443.html,,,,,,,,,,0,,,,0.839333333,0.445833333
Lavoisiera_imbricata,,Melastomataceae,,Act,,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:26410-1,,,,,,,,,,0,,,,0.661417323,0
Leandra_lacunosa,,Melastomataceae,,Act,,http://www.plantsystematics.org/imgs/fm18/na/Melastomataceae_Leandra_lacunosa_16973.html,,,,,,,,,,0,,,,0.984918794,0.950116009
Leandra_subseriata,,Melastomataceae,,Act,,http://sweetgum.nybg.org/science/projects/melastomataceae/taxon-details/?irn=273210,,,,,,,,,,0,,,,0.918461538,0.54
Lecocarpus_pinnatifidus,,Compositae,,Act,,https://calphotos.berkeley.edu/cgi/img_query?stat=BROWSE&where-genre=Plant&where-taxon=Lecocarpus+pinnatifidus&title_tag=Lecocarpus+pinnatifidus,,,,,,,,,,0,,,,0.918918919,0.824324324
Ligaria_cuneifolia,,Loranthaceae,,Act,,http://especieschilenas.blogspot.com/2012/11/el-muerdago-criollo-ligaria-cuneifolia.html,,,,,,,,,,0,,,,0.764705882,0.294117647
Lilium_formosanum,,Liliaceae,,Act,,https://www.pacificbulbsociety.org/pbswiki/index.php/LiliumTrumpetSection,,,,,,,,,,0,,,,1,0.600016829
Linaria_cavanillesii,,Plantagiceae,,Zygo,,https://www.biodiversidadvirtual.org/herbarium/Linaria-cavanillesii-img398753.html,,,,,,,,,,0,,,,0.9561,1
Liparis_kumokiri,,Orchidaceae,,Zygo,,https://inaturalist.ca/taxa/471204-Liparis-kumokiri,,,,,,,,,,0,,,,0.72972973,0.183783784
Ludwigia_nervosa,,Onagraceae,,Act,,http://tropical.theferns.info/viewtropical.php?id=Ludwigia+nervosa,,,,,,,,,,0,,,,0.599970001,0.290235488
Luehea_seemannii,,Malvaceae,,Act,,http://tropical.theferns.info/image.php?id=Luehea+seemannii,,,,,,,,,,0,,,,0.668632075,0
Lymania_smithii,,Bromeliaceae,,Act,,https://www.araflora.com/p2611/bromeliad_´lymania_smithii´,,,,,,,,,,0,,,,0.862679956,0.987818383
Macairea_radula,,Melastomataceae,,Zygo,,https://www.researchgate.net/figure/Figura-9-Melastomataceae-das-cangas-de-Carajas-a-b-Macairea-radula-c-Miconia-affinis_fig5_319910644,,,,,,,,,,0,,,,0.787696019,0
Malvastrum_coromandelianum,,Malvaceae,,Act,,http://www.southeasternflora.com/view_flora.php?plantid=1881,,,,,,,,,,0,,,,1,1
Mandevilla_petraea,,Apocyceae,,Act,,https://inaturalist.ca/taxa/715323-Mandevilla-petraea,,,,,,,,,,0,,,,0.76,0
Manettia_mitis,,Rubiaceae,,Act,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331752-2,,,,,,,,,,0,,,,0.507642891,0.240063364
Mayaca_madida,,Mayacaceae,,Act,,https://serv.biokic.asu.edu/neotrop/plantae/taxa/index.php?tid=24535,,,,,,,,,,0,,,,0.721926967,0.267958169
Mazus_miquelii,,Phrymaceae,,Zygo,,https://michiganflora.net/species.aspx?id=1907,,,,,,,,,,0,,,,0.938393839,0.056655666
Melocactus_curvispinus,,Cactaceae,,Act,,"http://cactus-aventures.com/KaktitosShop/Seed%20Catalogue%20Graines%20Kaktitos%20-%20CACTUS/Melocactus/slides/melocactus%20curvispinus%20v.%20guitartii%20El%20Mocho,%20Cu%20©Jean%20Bénézet.html",,,,,,,,,,0,,,,0.79665733,0.749072963
Melocactus_zehntneri,,Cactaceae,,Act,,https://www.iucnredlist.org/species/152094/121521664,,,,,,,,,,0,,,,1,1
Memecylon_umbellatum,,Melastomataceae,,Act,,https://inaturalist.ca/taxa/431307-Memecylon-umbellatum,,,,,,,,,,0,,,,0.623563218,0.767241379
Mendoncia_coccinea_sparatteria,,Acanthaceae,,Zygo,,https://www.monaconatureencyclopedia.com/acanthaceae/?lang=en,,,,,,,,,,0,,,,1,0
Merremia_aegyptia,,Convolvulaceae,,Act,,https://stricollections.org/portal/taxa/index.php?taxon=66655&clid=72,,,,,,,,,,0,,,,0.682539683,0.523809524
Miconia_ferruginata,,Melastomataceae,,Act,,http://www.arvoresdobiomacerrado.com.br/site/2017/07/03/miconia-ferruginatai-dc/,,,,,,,,,,0,,,,1,0.627428571
Miconia_ligustroides,,Melastomataceae,,Act,,http://www.ufrgs.br/fitoecologia/florars/open_sp.php?img=10319,,,,,,,,,,0,,,,0.844951923,0.948317308
Miconia_minutiflora,,Melastomataceae,,Act,,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:1098452-2,,,,,,,,,,0,,,,0.937070938,0.699084668
Miconia_rubiginosa,,Melastomataceae,,Act,,http://tropical.theferns.info/viewtropical.php?id=Miconia+rubiginosa,,,,,,,,,,0,,,,1,0.804960541
Microlicia_inquinans,,Melastomataceae,,Act,,https://www.biotaxa.org/Phytotaxa/article/viewFile/phytotaxa.170.2.4/8544,,,,,,,,,,0,,,,0.732712766,0
Mimosa_albida,,Leguminosae,,Act,,https://serv.biokic.asu.edu/neotrop/plantae/taxa/index.php?taxon=34673&clid=300,,,,,,,,,,0,,,,0.868421053,0.315789474
Mimosa_camporum,,Leguminosae,,Act,,https://www.inaturalist.org/taxa/285959-Mimosa-camporum,,,,,,,,,,0,,,,0.689929113,0.091297971
Mimosa_detinens,,Leguminosae,,Act,,https://www.gbif.org/occurrence/gallery?taxon_key=2970284,,,,,,,,,,0,,,,0.555555556,0.061728395
Mourera_fluviatilis,,Podostemaceae,,Act,,https://inpn.mnhn.fr/espece/cd_nom/734622?lg=en,,,,,,,,,,0,,,,1,1
Mussaenda_shikokiana,,Rubiaceae,,Act,,http://www.fpcn.net/m/view.php?aid=6458,,,,,,,,,,0,,,,1,1
Myrcia_tomentosa,,Myrtaceae,,Act,,https://serv.biokic.asu.edu/neotrop/plantae/taxa/index.php?taxon=25687&clid=1010,,,,,,,,,,0,,,,1,0.88
Narthecium_ossifragum,,Nartheciaceae,,Act,,https://inpn.mnhn.fr/espece/cd_nom/109372?lg=en,,,,,,,,,,0,,,,1,1
Nematanthus_crassifolius,,Gesneriaceae,,Zygo,,https://gesneriads.info/genera/nematanthus-crassifolius/,,,,,,,,,,0,,,,0.575747107,0
Nematanthus_lanceolatus,,Gesneriaceae,,Zygo,,https://www.researchgate.net/figure/Gesneriaceae-of-Serra-Negra-a-Anetanthus-gracilis-Hiern-b-Nematanthus-crassifolius_fig2_262463784,,,,,,,,,,0,,,,1,0
