Species,Authority,Family,Species_OtherName,Symmetry,Symmetry.note,Symmetry.reference,Symmetry.Sauquet,Symmetry.Reyes,Symmetry.Kalisz,Species.Sauquet.Original,Reference.Sauquet,Species.Reyes.Original,Ref.Reyes,Species.Kalisz.Original,Ref.Kalisz,Cleistogamy,Type.Cleistogamy,Reference.Cleistogamy,Comments.Cleistogamy,SCindex,AutofertilityIndex
Neoregelia_guttata,,Bromeliaceae,,Act,,http://fcbs.org/cgi-bin/dbman/db.cgi?db=neophoto&uid=default&neophotono=4137&ww=on&mh=5&view_records=View+Records,,,,,,,,,,0,,,,1,1
Nervilia_nipponica,,Orchidaceae,,Zygo,,http://www.orchidspecies.com/nernipponica.htm,,,,,,,,,,0,,,,0.964705882,1
Nicotiana_glauca,,Solaceae,,Act,,https://www.worldseedsupply.com/product/nicotiana-glutinosa-tobacco-seeds/,,,,,,,,,,0,,,,0.919125304,0.283804341
Nidularium_cariacicaense,,Bromeliaceae,,Act,,http://www.bromeliad.org.au/pictures/Nidularium/cariacicaense.htm,,,,,,,,,,0,,,,1,1
Nidularium_espiritosantense,,Bromeliaceae,,Act,,http://www.bromeliad.org.au/pictures/Nidularium/cariacicaense.htm,,,,,,,,,,0,,,,0.756815703,0.872410033
Nidularium_procerum,,Bromeliaceae,,Act,,https://www.bocabromeliads.com/nick/Nidularium/procerum/,,,,,,,,,,0,,,,0.729791099,0.455040872
Nymphoides_geminata,,Menyanthaceae,,Act,,http://www.nzflora.info/factsheet/taxon/Nymphoides-geminata.html,,,,,,,,,,0,,,,1,1
Ocotea_porosa,,Lauraceae,,Act,,http://lauraceae.myspecies.info/file-colorboxed/262,,,,,,,,,,0,,,,1,0.086956522
Oeceoclades_maculata,,Orchidaceae,,Zygo,,http://www.plantsystematics.org/imgs/shimizu/r/Orchidaceae_Oeceoclades_maculata_38585.html,,,,,,,,,,0,,,,1,0.086647727
Oenothera_affinis,,Ograceae,,Act,,http://plantaslujan-o.blogspot.com/2014/10/oenothera-affinis.html,,,,,,,,,,0,,,,0.887323944,0.563380282
Oenothera_rosea,,Onagraceae,,Act,,https://www.smmflowers.org/mobile/species/Oenothera_rosea.htm,,,,,,,,,,0,,,,0.746268657,0.835820896
Oldenlandia_salzmannii,,Rubiaceae,,Act,,https://www.researchgate.net/figure/Habit-and-flowers-of-Oldenlandia-salzmannii-A-Habit-B-Detail-of-inflorescence-C-LS_fig1_309886045,,,,,,,,,,0,,,,0.572072072,0.654654655
Paliavana_tenuiflora,,Gesneriaceae,,Zygo,,https://gesneriads.info/genera/paliavana-tenuiflora/,,,,,,,,,,0,,,,1,0
Palicourea_petiolaris,,Rubiaceae,,Zygo,,https://www.jstor.org/stable/2387824?seq=1#metadata_info_tab_contents,,,,,,,,,,0,,,,0.566643999,0.018021081
Pancratium_maritimum,,Amaryllidaceae,,Act,,https://www.west-crete.com/flowers/pancratium_maritimum.htm,,,,,,,,,,0,,,,0.950471948,0.359423057
Paphiopedilum_parishii,,Orchidaceae,,Zygo,,https://www.eliteorchids.com/product/paphiopedilum-parishii-var-dianthum-gg-x-self-pas0578/,,,,,,,,,,0,,,,1,0.95344086
Paraboea_rufescens,,Gesneriaceae,,Zygo,,http://gccc.gxib.cn/showNews-158.aspx,,,,,,,,,,0,,,,1,0
Parkinsonia_aculeata,,Leguminosae,,Zygo,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:512242-1,,,,,,,,,,0,,,,1,0.383333333
Passiflora_tripartita,,Passifloraceae,,Act,,https://www.passifloratuin.com/en/online-shop/passiflora-tacsonia/tripartita-var-mollissima.html,,,,,,,,,,0,,,,0.593220339,0.101694915
Pavonia_martii,,Malvaceae,,Act,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331832-2,,,,,,,,,,0,,,,1,1
Pitcairnia_albiflos,,Bromeliaceae,,Act,http://fcbs.org/cgi-bin/dbman/db.cgi?db=photo&uid=default&photono=2864&ww=on&mh=5&view_records=View+Records,,,,,,,,,,,0,,,,0.940152339,0.159956474
Pitcairnia_altensteinii,,Bromeliaceae,,Act,,https://photos.hgtv.com/photos/viewer/flower-garden-/pitcairnia-altensteinii,,,,,,,,,,0,,,,0.96,0.944
Pitcairnia_brittoniana,,Bromeliaceae,,Zygo,,https://static.inaturalist.org/photos/4524569/original.jpg?1470940967,,,,,,,,,,0,,,,0.954831933,0.798319328
Pitcairnia_corcovadensis,,Bromeliaceae,,Zygo,,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:326845-2,,,,,,,,,,0,,,,1,1
Pitcairnia_flammea,,Bromeliaceae,,Zygo,,https://www.ausemade.com.au/fauna-flora/flora/magnoliophyta/liliopsida/bromeliaceae/pitcairnia-flammea/pitcairnia-flammea-1.htm,,,,,,,,,,0,,,,0.959077221,0.583042637
Pitcairnia_staminea,,Bromeliaceae,,Act,http://fcbs.org/cgi-bin/dbman/db.cgi?db=photo&uid=default&photono=2864&ww=on&mh=5&view_records=View+Records,,,,,,,,,,,0,,,,0.982222222,0.92
Platanthera_ciliaris,,Orchidaceae,,Zygo,,http://www.orchidspecies.com/platciliaris.htm,,,,,,,,,,0,,,,0.952770781,0
Platanthera_lacera,,Orchidaceae,,Zygo,,http://goorchids.northamericanorchidcenter.org/species/platanthera/lacera/,,,,,,,,,,0,,,,0.996822034,0.086864407
Platanthera_leucophaea,,Orchidaceae,,Zygo,,https://michiganflora.net/species.aspx?id=1833,,,,,,,,,,0,,,,1,0
Platanthera_stricta,,Orchidaceae,,Zygo,,https://www.wildflower.org/plants/result.php?id_plant=PLST4,,,,,,,,,,0,,,,1,0
Plocama_calabrica,,Rubiaceae,,Act,,http://wildflowersofskopelos.org.uk/Pink/Pages/Plocama_calabrica.html,,,,,,,,,,0,,,,0.928211253,0.02388535
Pogonia_minor,,Orchidaceae,,Zygo,,https://www.researchgate.net/figure/A-Flowers-of-Pogonia-minor-and-B-lower-view-of-column-morphology-Contact-between_fig1_260410542,,,,,,,,,,0,,,,1,1
Porlieria_microphylla,,Zygophyllaceae,,Act,,https://alchetron.com/Porlieria,,,,,,,,,,0,,,,1,1
Porophyllum_leiocarpum,,Compositae,,Act,,https://www.inaturalist.org/taxa/72313-Porophyllum,,,,,,,,,,0,,,,1,1
Portulaca_umbraticola,,Portulacaceae,,Act,,http://swbiodiversity.org/seinet/taxa/index.php?taxon=292&clid=3119,,,,,,,,,,0,,,,1,0.61
Posoqueria_latifolia,,Rubiaceae,,Zygo,,http://www.latin-wife.com/blog/colombia/posoqueria-latifolia/,,,,,,,,,,0,,,,0.951267698,0
Prionotes_cerinthoides,,Ericaceae,,Act,,https://www.utas.edu.au/docs/plant_science/field_botany/species/dicots/epacrsp/prioceri.html,,,,,,,,,,0,,,,1,0.98
Pseudopiptadenia_leptostachya,,Leguminosae,,Act,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:893571-1,,,,,,,,,,0,,,,1,0.75030012
Psidium_firmum,,Myrtaceae,,Act,,https://www.researchgate.net/figure/a-f-Myrtaceae-species-collected-in-SGLA-a-Myrciaria-pilosa-b-c-Plinia-cauliflora-d_fig14_325940643,,,,,,,,,,0,,,,1,0.589622642
Psittacanthus_schiedeanus,,Loranthaceae,,Zygo,,http://www.conabio.gob.mx/malezasdemexico/loranthaceae/psittacanthus-schiedeanus/fichas/pagina1.htm,,,,,,,,,,0,,,,1,0.514285714
Psychotria_carthagenensis,,Rubiaceae,,Act,,http://tropical.theferns.info/image.php?id=Psychotria+carthagenensis,,,,,,,,,,0,,,,0.838754484,0.297999806
Psychotria_costularia,,Rubiaceae,,Act,,https://worldoffloweringplants.com/psychotria-loniceroides-hairy-psychotria/,,,,,,,,,,0,,,,0.521039604,0.213366337
Psychotria_goyazensis,,Rubiaceae,,Act,,https://www.researchgate.net/figure/Psychotria-goyazensis-Mull-Arg-owers-A-Corolla-of-pin-ower-B-Reproductive_fig2_262516387,,,,,,,,,,0,,,,0.990338841,0.554186502
Pterocarpus_santalinus,,Leguminosae,,Zygo,,http://www.pitchandikulam-herbarium.org/contents/description-flower.php?id=34,,,,,,,,,,0,,,,0.547619048,0
Pterostylis_alobula,,Orchidaceae,,Zygo,,https://www.inaturalist.org/taxa/466838-Pterostylis-alobula,,,,,,,,,,0,,,,0.772727273,0
Pterostylis_patens,,Orchidaceae,,Zygo,,http://www.nzpcn.org.nz/flora_details.aspx?ID=1218,,,,,,,,,,0,,,,1,0
Pulsatilla_vulgaris,,Ranunculaceae,,Act,,https://www.plant-world-seeds.com/store/view_seed_item/1127,,,,,,,,,,0,,,,0.84725,0.394
Quesnelia_quesneliana,,Bromeliaceae,,Act,,https://garden.org/plants/photo/227027/,,,,,,,,,,0,,,,0.821852732,1
Ranunculus_graniticola,,Ranunculaceae,,Act,,https://canberra.naturemapr.org/Community/Sighting/1974043,,,,,,,,,,0,,,,0.61209068,0.62720403
Ranunculus_millanii,,Ranunculaceae,,Act,,https://canberra.naturemapr.org/Community/Species/Sightings/3314,,,,,,,,,,0,,,,0.962264151,0.271226415
Ranunculus_muelleri,,Ranunculaceae,,Act,,https://vicflora.rbg.vic.gov.au/flora/taxon/645d2561-1759-4802-960e-f1b11980fd71,,,,,,,,,,0,,,,1,1
Ranunculus_niphophilus,,Ranunculaceae,,Act,,http://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Ranunculus~niphophilus,,,,,,,,,,0,,,,1,0.880299252
Rhododendron_cyanocarpum,,Ericaceae,,Zygo,,http://www.fpcn.net/m/view.php?aid=6767,,,,,,,,,,0,,,,0.579571106,0.023702032
Rhododendron_farrerae,,Ericaceae,,Zygo,,https://www.herbarium.gov.hk/subpages.aspx?id=4174,,,,,,,,,,0,,,,0.833,0.071
Rhododendron_hongkongense,,Ericaceae,,Zygo,,https://www.inaturalist.org/taxa/428735-Rhododendron-macrosepalum,,,,,,,,,,0,,,,0.609,0.042
Rhododendron_macrosepalum,,Ericaceae,,Zygo,,https://www.flower-db.com/en/flower:1396,,,,,,,,,,0,,,,0.828,0.07
Rhododendron_ponticum,,Ericaceae,,Zygo,,https://www.thompson-morgan.com/p/rhododendron-ponticum-variegatum/tka1484TM,,,,,,,,,,0,,,,0.823222076,0.456528355
Rhododendron_simiarum,,Ericaceae,,Zygo,,https://catherineyylam.wordpress.com/2012/04/08/南華杜鵑-rhododendron-simiarum-hance/y,,,,,,,,,,0,,,,0.90862423,0.136550308
Rhododendron_simsii,,Ericaceae,,Zygo,,https://www.plantsrescue.com/rhododendron-simsii/,,,,,,,,,,0,,,,0.516483516,0.06043956
Rhodophiala_rhodolirion,,Amaryllidaceae,,Zygo,,http://www.chileflora.com/Florachilena/FloraEnglish/HighResPages/EH0016.htm,,,,,,,,,,0,,,,0.506193694,0
Rhynchosia_edulis,,Leguminosae,,Zygo,,http://swbiodiversity.org/seinet/taxa/index.php?taxon=1460&clid=83,,,,,,,,,,0,,,,1,0.7
Roridula_dentata,,Roridulaceae,,Act,,https://casabio.org/taxa/roridula-dentata,,,,,,,,,,0,,,,0.995365125,0.355134411
Rosa_canina,,Rosaceae,,Act,,https://www.gardenia.net/plant/rosa-canina,,,,,,,,,,0,,,,0.674157745,0.911173959
Rosa_marginata,,Rosaceae,,Act,,http://www.i-flora.com/en/fact-sheets/phylogenetic-tree/art/show/rosa-marginata.html,,,,,,,,,,0,,,,1,1
Rosa_reversa,,Rosaceae,,Act,,http://www.ibotky.cz/foto/6155-rosa-reversa.html,,,,,,,,,,0,,,,1,1
Rosa_spinosissima,,Rosaceae,,Act,,https://www.gardenia.net/plant/rosa-spinosissima,,,,,,,,,,0,,,,0.71867261,0.291976226
Rosa_virginiana,,Rosaceae,,Act,,https://gobotany.nativeplanttrust.org/species/rosa/virginiana/,,,,,,,,,,0,,,,0.794163238,0.316786659
Roscoea_cautleyoides,,Zingiberaceae,,Zygo,,https://www.ballyrobertgardens.com/products/roscoea-cautleyoides-jeffrey-thomas,,,,,,,,,,0,,,,1,0
Roscoea_debilis,,Zingiberaceae,,Zygo,,https://www.researchgate.net/figure/A-Roscoea-debilis-in-the-field-B-A-yellow-carpenter-bee-Xylocopa-confusa-caught_fig1_230592654,,,,,,,,,,0,,,,1,1
Roscoea_humeana,,Zingiberaceae,,Zygo,,https://www.edelweissperennials.com/roscoea-humeana,,,,,,,,,,0,,,,0.766850564,0
Ruellia_angustiflora,,Acanthaceae,,Zygo,,https://www.sciencedirect.com/science/article/pii/S0367253009000826,,,,,,,,,,0,,,,1,0
Ruellia_asperula,,Acanthaceae,,Zygo,,https://fieldguides.fieldmuseum.org/sites/default/files/rapid-color-guides-pdfs/887_brazil_acanthaceae_da_paraiba.pdf,,,,,,,,,,0,,,,1,0.493333333
Ruellia_paniculata,,Acanthaceae,,Zygo,,https://serv.biokic.asu.edu/neotrop/plantae/taxa/index.php?taxon=45326&clid=110,,,,,,,,,,0,,,,0.9,1
Ruellia_subsessilis,,Acanthaceae,,Zygo,,https://www.sciencedirect.com/science/article/pii/S0367253014001182,,,,,,,,,,0,,,,0.82192846,1
Ruellia_succulenta,,Acanthaceae,,Act,,https://calphotos.berkeley.edu/cgi/img_query?enlarge=0000+0000+0107+1921,,,,,,,,,,0,,,,0.988607466,0.685179534
Saintpaulia_confusa,,Gesneriaceae,,Zygo,,https://www.inaturalist.org/taxa/133945-Saintpaulia-confusa,,,,,,,,,,0,,,,0.9896,0
Salvia_coccinea,,Lamiaceae,,Zygo,,https://gnps.org/plants/scarlet-sage-salvia-coccinea/,,,,,,,,,,0,,,,0.891080738,0.783993237
Salvia_sclareoides,,Lamiaceae,,Zygo,,https://www.inaturalist.org/taxa/82922-Salvia-sclareoides,,,,,,,,,,0,,,,0.956553449,0.257449469
Salvia_sellowiana,,Lamiaceae,,Zygo,,http://lamiaceae.myspecies.info/taxonomy-browser/salvia-quitensis,,,,,,,,,,0,,,,1,0
Salvia_smyrnaea,,Lamiaceae,,Zygo,,http://lamiaceae.myspecies.info/taxonomy-browser/salvia-quitensis,,,,,,,,,,0,,,,0.916666667,0
Sanguinaria_canadensis,,Papaveraceae,,Act,,http://www.southeasternflora.com/view_flora.php?plantid=525,,,,,,,,,,0,,,,0.946808511,1
Sarcocapnos_pulcherrima,,Papaveraceae,,Zygo,,http://www.florasilvestre.es/mediterranea/Papaveraceae/Sarcocapnos_pulcherrima.htm,,,,,,,,,,0,,,,0.6590607,0
Satyria_warszewiczii,,Ericaceae,,Act,,https://www.nybg.org/bsci/res/lut2/Satyria_warszewiczii1-habit.html,,,,,,,,,,0,,,,1,0
Satyrium_longicauda,,Orchidaceae,,Zygo,,https://www.zimbabweflora.co.zw/speciesdata/image-display.php?species_id=117660&image_id=2,,,,,,,,,,0,,,,1,0.056
Sauvagesia_rubiginosa,,Ochnaceae,,Act,,https://floredeguyane.piwigo.com/picture?/24374,,,,,,,,,,0,,,,0.641,0.117833333
Saxifraga_oppositifolia,,Saxifragaceae,,Act,,https://www.unis.no/staff/pernille-bronken-eidesen/saxifraga_oppositifolia_pbeidesen/,,,,,,,,,,0,,,,0.511767402,0.22906303
Schefflera_heptaphylla,,Araliaceae,,Act,,https://www.inaturalist.org/taxa/146917-Schefflera-heptaphylla,,,,,,,,,,0,,,,0.966571156,0
Schima_wallichii,,Theaceae,,Act,,http://www.flowersofindia.net/catalog/slides/Schima.html,,,,,,,,,,0,,,,0.520215633,0.202156334
Securidaca_scandens,,Polygalaceae,,Zygo,,https://www.inaturalist.org/taxa/136614-Securidaca,,,,,,,,,,0,,,,0.633191891,0.633663366
Selenicereus_megalanthus,,Cactaceae,,Act,,https://sowexotic.com/products/yellow-dragon-fruit-selenicereus-megalanthus,,,,,,,,,,0,,,,1,0.665
Senna_aphylla,,Leguminosae,,Zygo,,http://www.floramendocina.com.ar/clase_3/senna_aphylla_p506.html,,,,,,,,,,0,,,,1,0
Senna_didymobotrya,,Leguminosae,,Zygo,,http://www.flowersofindia.net/catalog/slides/Popcorn%20Cassia.html,,,,,,,,,,0,,,,0.883333333,0.11
Serapias_vomeracea,,Orchidaceae,,Zygo,,http://www.maltawildplants.com/ORCH/Serapias_vomeracea.php,,,,,,,,,,0,,,,1,0
Sesbania_goetzei,,Leguminosae,,Zygo,,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23552-1,,,,,,,,,,0,,,,1,0.142857143
Sesbania_punicea,,Leguminosae,,Zygo,,https://florida.plantatlas.usf.edu/photo.aspx?ID=1926,,,,,,,,,,0,,,,1,0.725806452
Sesbania_sesban,,Leguminosae,,Zygo,,http://www.flowersofindia.net/catalog/slides/Common%20Sesban.html,,,,,,,,,,0,,,,1,0.4
Seseli_farrenyi,,Apiaceae,,Act,,http://www.rosespedia.cat/index.php/Sèseli_ferreny,,,,,,,,,,0,,,,0.684210526,0.010025063
Sida_rhombifolia,,Malvaceae,,Act,,http://www.southeasternflora.com/view_flora.php?plantid=197,,,,,,,,,,0,,,,1,1
Sida_spinosa,,Malvaceae,,Act,,https://www.illinoiswildflowers.info/weeds/plants/prickly_sida.htm,,,,,,,,,,0,,,,0.963,0.777777778
Silene_acutifolia,,Caryophyllaceae,,Act,,https://flora-on.pt/?q=Silene+acutifolia,,,,,,,,,,0,,,,0.974882554,0.807756064
Silene_douglasii,,Caryophyllaceae,,Act,,http://swbiodiversity.org/seinet/taxa/index.php?tid=101293&taxauthid=1&clid=3997,,,,,,,,,,0,,,,0.790536669,0.36434301
Silene_glaucifolia,,Caryophyllaceae,,Act,,https://garden.org/plants/view/344580/Petrocoptis-glaucifolia/,,,,,,,,,,0,,,,0.85042735,0.882783883
Silene_stockenii,,Caryophyllaceae,,Act,,https://flora.biologiasur.org/index.php/silene-stockenii,,,,,,,,,,0,,,,0.79714577,0.063200815
Sinningia_cooperi,,Gesneriaceae,,Zygo,,http://www.burwur.net/sinns/4cprMain.htm,,,,,,,,,,0,,,,1,0.152342857
Sinningia_gigantifolia,,Gesneriaceae,,Zygo,,http://www.burwur.net/sinns/4cocMain.htm,,,,,,,,,,0,,,,1,0.259187959
Solanum_americanum,,Solaceae,,Act,,https://www.researchgate.net/figure/Solanum-americanum-Mill-A-Habit-B-Leaves-and-young-inflorescence-C-Buds-and-flowers-D_fig8_326609135,,,,,,,,,,0,,,,0.65625,0.375
Solanum_mauritianum,,Solaceae,,Act,,https://www.google.com/search?q=Solanum_mauritianum&client=safari&hl=en&sxsrf=ALeKk018S1YAcJHCsW9CS4tpjmWdLXPusw:1583181975908&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjcuae61PznAhXQlnIEHTKBBmQQ_AUoAnoECBsQBA&biw=2130&bih=1274#imgrc=tuboDDlEejIcnM,,,,,,,,,,0,,,,1,0.447368421
Solanum_rostratum,,Solaceae,,Zygo,,http://bauble.botanicalgarden.ubc.ca/2007/08/solanum_rostratum.php,,,,,,,,,,0,,,,0.916666667,0
Solanum_stuckertii,,Solaceae,,Act,,http://plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:30000630-2,,,,,,,,,,0,,,,0.5,0.75
Spermacoce_multiflora,,Rubiaceae,,Act,,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:326325-2,,,,,,,,,,0,,,,0.551041399,0.428516328
Stachys_albicaulis,,Lamiaceae,,Zygo,,http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:325931-2,,,,,,,,,,0,,,,0.8571,0.551
Staurogyne_itatiaiae,,Acanthaceae,,Zygo,,https://pdfs.semanticscholar.org/cd28/e584e5db84e6249ac349178ac8f5d5eee7f4.pdf,,,,,,,,,,0,,,,1,0.1333
Stellaria_pubera,,Caryophyllaceae,,Act,,https://www.illinoiswildflowers.info/woodland/plants/star_chickweed.htm,,,,,,,,,,0,,,,0.957446809,0.053191489
Stromanthe_jacquinii,,Marantaceae,,Zygo,,https://www.researchgate.net/figure/Stromanthe-bahiensis-Yoshida-Arns-Mayo-J-M-A-Braga-sp-nov-A-leaf-B-in-fl_fig1_230539601,,,,,,,,,,0,,,,0.773195876,0.720360825
Stylidium_eglandulosum,,Stylidiaceae,,Zygo,,https://www.inaturalist.org/taxa/123167-Stylidium,,,,,,,,,,0,,,,0.58365019,0.005703422
Stylidium_longitubum,,Stylidiaceae,,Zygo,,https://florabase.dpaw.wa.gov.au/browse/profile/7756,,,,,,,,,,0,,,,1,0
Stylidium_rhipidium,,Stylidiaceae,,Zygo,,https://slwa.wa.gov.au/erickson/pages/03.html,,,,,,,,,,0,,,,1,0.005769231
Stylidium_roseoalatum,,Stylidiaceae,,Zygo,,https://www.publish.csiro.au/sb/Fulltext/sb11020,,,,,,,,,,0,,,,0.855361596,0.011221945
Stylidium_utricularioides,,Stylidiaceae,,Zygo,,https://florabase.dpaw.wa.gov.au/browse/profile/7806,,,,,,,,,,0,,,,1,0
Svitramia_hatschbachii,,Melastomataceae,,Act,,http://plantillustrations.org/illustration.php?x=75&y=139&id_illustration=319588&id_taxon=0&mobile=0&SID=bofvc7uuej3aulu9j5dmud0mhf&size=1&language=English&thumbnails_selectable=0&selected_thumbnail=0&query_type=epithet&query_broad_or_restricted=0&group=0&lay_out=0&uhd=0,,,,,,,,,,0,,,,0.792957746,0
Tacinga_palmadora,,Cactaceae,,Act,,https://worldofsucculents.com/tacinga-palmadora/,,,,,,,,,,0,,,,1,1
Tarenna_asiatica,,Rubiaceae,,Act,,http://www.flowersofindia.net/catalog/slides/Asiatic%20Tarenna.html,,,,,,,,,,0,,,,0.521226415,0.385613208
Tetracentron_sinense,,Trochodendraceae,,Zygo,,https://garden.org/plants/view/174110/Chinese-Tetracentron-Tetracentron-sinense/,,,,,,,,,,0,,,,1,0.589541432
Thalictrum_clavatum,,Ranunculaceae,,Act,,http://www.southeasternflora.com/view_flora.php?plantid=1493,,,,,,,,,,0,,,,0.988706366,0.6724846
Thelymitra_longifolia,,Orchidaceae,,Zygo,,https://www.nativeorchids.co.nz/Descriptions/Thelymitra_longifolia.html,,,,,,,,,,0,,,,0.845878136,0.955794504
Tibouchina_frigidula,,Melastomataceae,,Zygo,,http://phytoimages.siu.edu/imgs/paraman1/r/Melastomataceae_Tibouchina_sp_86297.html,,,,,,,,,,0,,,,0.866666667,0
Tibouchina_heteromalla,,Melastomataceae,,Zygo,,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8339.2012.01295.x,,,,,,,,,,0,,,,0.889987639,0
Tibouchina_pulchra,,Melastomataceae,,Zygo,,https://www.researchgate.net/figure/Flowers-of-Tibouchina-pulchra-showing-a-first-day-flower-white-coloured-with-Bombus_fig1_257447460,,,,,,,,,,0,,,,0.988372093,0.088888889
Tibouchina_stenocarpa,,Melastomataceae,,Zygo,,http://phytoimages.siu.edu/imgs/paraman1/r/Melastomataceae_Tibouchina_sp_86297.html,,,,,,,,,,0,,,,0.652307692,0
Tibouchina_villosissima,,Melastomataceae,,Zygo,,http://phytoimages.siu.edu/imgs/paraman1/r/Melastomataceae_Tibouchina_sp_86297.html,,,,,,,,,,0,,,,0.652849741,0
Tillandsia_dasyliriifolia,,Bromeliaceae,,Act,,https://fieldguides.fieldmuseum.org/sites/default/files/rapid-color-guides-pdfs/964_belize_tillandsia_bromeliaceae_of_belize.pdf,,,,,,,,,,0,,,,1,1
Tillandsia_geminiflora,,Bromeliaceae,,Act,,http://www.bromeliad.org.au/pictures/Tillandsia/geminiflora.htm,,,,,,,,,,0,,,,1,1
Tillandsia_juncea,,Bromeliaceae,,Act,,http://www.bromeliad.org.au/pictures/Tillandsia/fuchsiiXjuncea.htm,,,,,,,,,,0,,,,1,0.71641791
Tillandsia_prodigiosa,,Bromeliaceae,,Act,,https://www.researchgate.net/figure/Tillandsia-prodigiosa-A-Inflorescencia-B-Detalle-de-la-espiga-C-Espiga-y-flores_fig33_310170872,,,,,,,,,,0,,,,0.978947368,1
Tillandsia_schiedeana,,Bromeliaceae,,Act,,https://fieldguides.fieldmuseum.org/sites/default/files/rapid-color-guides-pdfs/964_belize_tillandsia_bromeliaceae_of_belize.pdf,,,,,,,,,,0,,,,0.93220339,1
Tillandsia_tenuifolia,,Bromeliaceae,,Act,,http://www.bromeliad.org.au/pictures/Tillandsia/tenuifolia.htm,,,,,,,,,,0,,,,0.8,0
Trembleya_parviflora,,Melastomataceae,,Zygo,,http://tcf.bh.cornell.edu/imgs/shimizu/r/Melastomataceae_Trembleya_parviflora_38127.html,,,,,,,,,,0,,,,0.787828947,0
Tribulus_cistoides,,Zygophyllaceae,,Act,,https://eol.org/pages/581149,,,,,,,,,,0,,,,1,1
Trillium_undulatum,,Melanthiaceae,,Act,,https://www.ct-botanical-society.org/Plants/view/641,,,,,,,,,,0,,,,1,1
Tristerix_corymbosus,,Loranthaceae,,Act,,https://www.researchgate.net/publication/248899532_Breeding_system_of_Tristerix_corymbosus_Loranthaceae_a_winter-flowering_mistletoe_from_the_southern_Andes,,,,,,,,,,0,,,,0.93191788,0.274609581
Trochetia_granulata,,Malvaceae,,Act,,http://mahots.univ-reunion.fr/web/taxa/Trochetia_granulata.html,,,,,,,,,,0,,,,0.942635659,0.08372093
Utricularia_reniformis,,Lentibulariaceae,,Zygo,,https://www.araflora.com/p723/bladderwort_utricularia_reniformis_mata_atlantica_s,,,,,,,,,,0,,,,1,0
Vaccinium_myrtillus,,Ericaceae,,Act,,https://www.swcoloradowildflowers.com/White%20Enlarged%20Photo%20Pages/vaccinium%20myrtillus.htm,,,,,,,,,,0,,,,1,0.694696608
Vanilla_roscheri,,Orchidaceae,,Zygo,,http://www.orchidspecies.com/vaniroscheri.htm,,,,,,,,,,0,,,,0.901408451,0
Velloziella_westermanii,,Scrophulariaceae,,Zygo,,https://www.researchgate.net/figure/Tovomitopsis-paniculata-Spreng-Planch-Triana-a-Flower-in-detail-b-Fruit-in_fig3_276206126,,,,,,,,,,0,,,,1,0
Vicia_articulata,,Leguminosae,,Zygo,,http://flora.org.il/en/plants/vicart/,,,,,,,,,,0,,,,1,1
Vicia_benghalensis,,Leguminosae,,Zygo,,http://www.africanplants.senckenberg.de/root/index.php?page_id=78&id=10174,,,,,,,,,,0,,,,1,1
Vicia_ervilia,,Leguminosae,,Zygo,,http://flora.org.il/en/plants/VICERV/s study,,,,,,,,,,0,,,,1,1
Vicia_lutea,,Leguminosae,,Zygo,,https://www.brc.ac.uk/plantatlas/content/vicia-lutea,,,,,,,,,,0,,,,1,1
Vicia_pannonica,,Leguminosae,,Zygo,,https://pladias.cz/en/taxon/overview/Vicia%20pannonica,,,,,,,,,,0,,,,1,1
Vicia_villosa,,Leguminosae,,Zygo,,https://www.minnesotawildflowers.info/flower/hairy-vetchtudy,,,,,,,,,,0,,,,0.5,0.25
Vincetoxicum_rossicum,,Apocyceae,,Act,,https://michiganflora.net/species.aspx?id=168,,,,,,,,,,0,,,,1,0.714268367
Vriesea_bituminosa,,Bromeliaceae,,Act,,https://plants.ces.ncsu.edu/plants/vriesea/,,,,,,,,,,0,,,,0.7925,0
Vriesea_carinata,,Bromeliaceae,,Act,,https://plants.ces.ncsu.edu/plants/vriesea/,,,,,,,,,,0,,,,0.9524,0.533333333
Vriesea_delicatula,,Bromeliaceae,,Zygo,,http://www.bromeliad.org.au/pictures/Vriesea/delicatula.htm,,,,,,,,,,0,,,,1,0.571428571
Vriesea_ensiformis,,Bromeliaceae,,Act,,http://fcbs.org/cgi-bin/dbman/db.cgi?db=photo&uid=default&view_records=1&photono=*&nh=252,,,,,,,,,,0,,,,1,0.970666667
