og_species,og_family,og_longevity,SE_long,Quality,Site,Lat,Lon,alt_m,Habitat,reference,Exotic,self_incom,Nectar,notes,longev_univisit,long_unv_SE,Duration,sources,mean_long_days,og_species_patch
Euterpe.edulis,Arecaceae,2,NA,NA,NA,NA,NA,NA,NA,Mantovani & Morellato (2000). In Reis & Reis (eds.) Euterpe,NA,NA,NA,M species. Data for female flowers.,NA,NA,NA,marcoshighquality marcoshighquality,2,Euterpe edulis
Evolvulus.nummularius,Convolvulaceae,0.5,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,0,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,0.5,Evolvulus nummularius
Faramea.occidentalis,Rubiaceae,2.6,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1400 to 1500,Moist forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,2.6,Faramea occidentalis
Fritillaria.graeca.ssp.graeca,Liliaceae,7.4,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,7.4,Fritillaria graeca ssp graeca
Fuchsia.arborescens,Onagraceae,3.94,0.12,NA,"El Salto, Michoacán (Mexico)",19.65221389,-100.949725,2240,Pine-oak forest,González et al. (2018) J Plant Ecol 11: 123-135.,NA,SC,1,Dec to Apr. Additional data on floral size from Breedlove et al. (1982). Ann. MO Bot. Gard.,NA,NA,NA,marcoshighquality,3.94,Fuchsia arborescens
Fuchsia fulgens,Onagraceae,4.63,0.19,NA,"Patzcuaro-Uruapan road, Michoacán (Mexico)",19.49196944,-101.723125,2174,Pine-oak forest,González et al. (2018) J Plant Ecol 11: 123-135.,NA,SC,1,May to Sep. Additional data on floral size from Breedlove et al. (1982). Ann. MO Bot. Gard.,NA,NA,NA,marcoshighquality,4.63,Fuchsia fulgens
Fuchsia.jimenezii,Onagraceae,3.9,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,3.9,Fuchsia jimenezii
Fuchsia.microphylla,Onagraceae,3 to 4,NA,NA,"Cerro Garnica, Michoacán (Mexico)",19.66666667,-99.18333333,2950,Pine-oak forest,Cuevas et al. (2013). Plant Biol. 16: 1096-1103.,NA,NA,1,Sep-Jan. subD. Data valid for both sexes.,NA,NA,NA,marcoshighquality,3.5,Fuchsia microphylla
Fuchsia obconica,Onagraceae,3.5,0.2,NA,"Ichaqueo, Michoacán (Mexico)",19.57732222,-101.1398056,2400,Pine-oak forest,González et al. (2018) J Plant Ecol 11: 123-135.,NA,NA,1,D species. Data for males. Sep to Jan.,NA,NA,NA,marcoshighquality marcoshighquality,3.5,Fuchsia obconica
Fuchsia obconica,Onagraceae,3.1,0.2,NA,NA,NA,NA,NA,NA,González et al. (2018) J Plant Ecol 11: 123-135.,NA,NA,1,D species. Data for females. Oct to Dec.,NA,NA,NA,marcoshighquality marcoshighquality,3.1,Fuchsia obconica
Fuchsia parviflora,Onagraceae,3.8,0.2,NA,"Zirahuen, Michoacán (Mexico)",19.42435833,-101.7596417,2160,Pine-oak forest,González et al. (2018) J Plant Ecol 11: 123-135.,NA,NA,1,D species. Data for males. Jun to Dec.,NA,NA,NA,marcoshighquality marcoshighquality,3.8,Fuchsia parviflora
Fuchsia parviflora,Onagraceae,3.6,0.2,NA,NA,NA,NA,NA,NA,González et al. (2018) J Plant Ecol 11: 123-135.,NA,NA,1,D species. Data for females. Jun to Dec.,NA,NA,NA,marcoshighquality marcoshighquality,3.6,Fuchsia parviflora
Fuchsia.thymifolia,Onagraceae,5.73,0.26,NA,"Garnica, Michoacán (Mexico)",19.66666667,-100.8166667,3000,Pine-oak forest,Cervantes et al. (2018) Plant Biol 20: 160-164,NA,SC?,Little,Gd (functionally subD) species. Data for hermaphrodites.,NA,NA,NA,marcoshighquality marcoshighquality,5.73,Fuchsia thymifolia
