ID,Name_submitted,Overall_score,Name_matched_id,Name_matched,Name_score,Name_matched_rank,Author_submitted,Author_matched,Author_score,Canonical_author,Name_matched_accepted_family,Genus_submitted,Genus_matched,Genus_score,Specific_epithet_submitted,Specific_epithet_matched,Specific_epithet_score,Family_submitted,Family_matched,Family_score,Infraspecific_rank,Infraspecific_epithet_matched,Infraspecific_epithet_score,Infraspecific_rank_2,Infraspecific_epithet_2_matched,Infraspecific_epithet_2_score,Annotations,Unmatched_terms,Name_matched_url,Name_matched_lsid,Phonetic,Taxonomic_status,Accepted_name,Accepted_species,Accepted_name_author,Accepted_name_id,Accepted_name_rank,Accepted_name_url,Accepted_name_lsid,Accepted_family,Overall_score_order,Highertaxa_score_order,Source,Warnings
534,Ophrys sphegodes ssp sphegodes,1,253602,Ophrys sphegodes subsp. sphegodes,1,subspecies,,,NA,,Orchidaceae,Ophrys,Ophrys,1,sphegodes,sphegodes,1,,,NA,subsp.,sphegodes,1,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:141799,,Y,Accepted,Ophrys sphegodes subsp. sphegodes,Ophrys sphegodes,,253602,subspecies,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:141799,,Orchidaceae,1,1,wcvp,0
535,Ophrys tenthredinifera,1,253640,Ophrys tenthredinifera,1,species,,,NA,Willd.,Orchidaceae,Ophrys,Ophrys,1,tenthredinifera,tenthredinifera,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:141835,,Y,Accepted,Ophrys tenthredinifera,Ophrys tenthredinifera,Willd.,253640,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:141835,,Orchidaceae,1,1,wcvp,0
536,Opuntia elata,1,1271035,Opuntia elata,1,species,,,NA,Link & Otto ex Salm-Dyck,Cactaceae,Opuntia,Opuntia,1,elata,elata,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2391931,,Y,Accepted,Opuntia elata,Opuntia elata,Link & Otto ex Salm-Dyck,1271035,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2391931,,Cactaceae,1,1,wcvp,0
537,Opuntia engelmannii subsp lindheimeri,1,1268476,Opuntia engelmannii subsp. lindheimeri,1,subspecies,,,NA,(Engelm.) U.Guzmán & Mandujano,Cactaceae,Opuntia,Opuntia,1,engelmannii,engelmannii,1,,,NA,subsp.,lindheimeri,1,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2391977,,Y,Synonym,Opuntia engelmannii var. lindheimeri,Opuntia engelmannii,(Engelm.) B.D.Parfitt & Pinkava,1270305,variety,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2391970,,Cactaceae,1,1,wcvp,0
538,Opuntia microdasys,1,379967,Opuntia microdasys,1,species,,,NA,(Lehm.) Pfeiff.,Cactaceae,Opuntia,Opuntia,1,microdasys,microdasys,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2391685,,Y,Accepted,Opuntia microdasys,Opuntia microdasys,(Lehm.) Pfeiff.,379967,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2391685,,Cactaceae,1,1,wcvp,0
539,Opuntia quimilo,1,1271036,Opuntia quimilo,1,species,,,NA,K.Schum.,Cactaceae,Opuntia,Opuntia,1,quimilo,quimilo,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2392442,,Y,Accepted,Opuntia quimilo,Opuntia quimilo,K.Schum.,1271036,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2392442,,Cactaceae,1,1,wcvp,0
540,Opuntia rastrera,1,1271751,Opuntia rastrera,1,species,,,NA,F.A.C.Weber,Cactaceae,Opuntia,Opuntia,1,rastrera,rastrera,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2401922,,Y,Accepted,Opuntia rastrera,Opuntia rastrera,F.A.C.Weber,1271751,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2401922,,Cactaceae,1,1,wcvp,0
541,Opuntia retrorsa,1,1269956,Opuntia retrorsa,1,species,,,NA,Speg.,Cactaceae,Opuntia,Opuntia,1,retrorsa,retrorsa,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2392420,,Y,Accepted,Opuntia retrorsa,Opuntia retrorsa,Speg.,1269956,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2392420,,Cactaceae,1,1,wcvp,0
542,Opuntia robusta,1,1725724,Opuntia robusta,1,species,,,NA,H.L.Wendl. ex Pfeiff.,Cactaceae,Opuntia,Opuntia,1,robusta,robusta,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2392350,,Y,Accepted,Opuntia robusta,Opuntia robusta,H.L.Wendl. ex Pfeiff.,1725724,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2392350,,Cactaceae,1,1,wcvp,0
543,Osyris alba,1,382573,Osyris alba,1,species,,,NA,L.,Santalaceae,Osyris,Osyris,1,alba,alba,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2396411,,Y,Accepted,Osyris alba,Osyris alba,L.,382573,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2396411,,Santalaceae,1,1,wcvp,0
544,Ouratea hexasperma,1,1823747,Ouratea hexasperma,1,species,,,NA,(A.St.-Hil.) Baill.,Ochnaceae,Ouratea,Ouratea,1,hexasperma,hexasperma,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2400376,,Y,Accepted,Ouratea hexasperma,Ouratea hexasperma,(A.St.-Hil.) Baill.,1823747,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2400376,,Ochnaceae,1,1,wcvp,0
545,Oxalis pes-caprae,1,381180,Oxalis pes-caprae,1,species,,,NA,L.,Oxalidaceae,Oxalis,Oxalis,1,pes-caprae,pes-caprae,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2393938,,Y,Accepted,Oxalis pes-caprae,Oxalis pes-caprae,L.,381180,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2393938,,Oxalidaceae,1,1,wcvp,0
546,Pachycereus pecten-aboriginum,1,392556,Pachycereus pecten-aboriginum,1,species,,,NA,(Engelm. ex S.Watson) Britton & Rose,Cactaceae,Pachycereus,Pachycereus,1,pecten-aboriginum,pecten-aboriginum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2414410,,Y,Accepted,Pachycereus pecten-aboriginum,Pachycereus pecten-aboriginum,(Engelm. ex S.Watson) Britton & Rose,392556,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2414410,,Cactaceae,1,1,wcvp,0
547,Pachycereus pringlei,1,392553,Pachycereus pringlei,1,species,,,NA,(S.Watson) Britton & Rose,Cactaceae,Pachycereus,Pachycereus,1,pringlei,pringlei,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2414408,,Y,Accepted,Pachycereus pringlei,Pachycereus pringlei,(S.Watson) Britton & Rose,392553,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2414408,,Cactaceae,1,1,wcvp,0
548,Pachygenium bonariense,1,257005,Pachygenium bonariense,1,species,,,NA,"(Lindl.) Szlach., R.González & Rutk.",Orchidaceae,Pachygenium,Pachygenium,1,bonariense,bonariense,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:145112,,Y,Synonym,Pelexia bonariensis,Pelexia bonariensis,(Lindl.) Schltr.,1521770,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:149583,,Orchidaceae,1,1,wcvp,0
549,Pachygenium pteryganthum,1,257030,Pachygenium pteryganthum,1,species,,,NA,"(Rchb.f. & Warm.) Szlach., R.González & Rutk.",Orchidaceae,Pachygenium,Pachygenium,1,pteryganthum,pteryganthum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:145136,,Y,Synonym,Pelexia pterygantha,Pelexia pterygantha,(Rchb.f. & Warm.) Schltr.,1521780,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:149671,,Orchidaceae,1,1,wcvp,0
550,Paeonia californica,1,474138,Paeonia californica,1,species,,,NA,Nutt.,Paeoniaceae,Paeonia,Paeonia,1,californica,californica,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:519000,,Y,Accepted,Paeonia californica,Paeonia californica,Nutt.,474138,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:519000,,Paeoniaceae,1,1,wcvp,0
551,Palicourea galeottiana,1,257965,Palicourea galeottiana,1,species,,,NA,M.Martens,Rubiaceae,Palicourea,Palicourea,1,galeottiana,galeottiana,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146036,,Y,Accepted,Palicourea galeottiana,Palicourea galeottiana,M.Martens,257965,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146036,,Rubiaceae,1,1,wcvp,0
552,Palicourea macrocalyx,1,258094,Palicourea macrocalyx,1,species,,,NA,Standl.,Rubiaceae,Palicourea,Palicourea,1,macrocalyx,macrocalyx,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146154,,Y,Accepted,Palicourea macrocalyx,Palicourea macrocalyx,Standl.,258094,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146154,,Rubiaceae,1,1,wcvp,0
553,Palicourea montivaga,1,258120,Palicourea montivaga,1,species,,,NA,Standl.,Rubiaceae,Palicourea,Palicourea,1,montivaga,montivaga,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146178,,Y,Accepted,Palicourea montivaga,Palicourea montivaga,Standl.,258120,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146178,,Rubiaceae,1,1,wcvp,0
554,Palicourea rigida,1,258214,Palicourea rigida,1,species,,,NA,Kunth,Rubiaceae,Palicourea,Palicourea,1,rigida,rigida,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146266,,Y,Accepted,Palicourea rigida,Palicourea rigida,Kunth,258214,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146266,,Rubiaceae,1,1,wcvp,0
555,Pallenis spinosa,1,77233,Pallenis spinosa,1,species,,,NA,(L.) Cass.,Asteraceae,Pallenis,Pallenis,1,spinosa,spinosa,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3114101,,Y,Accepted,Pallenis spinosa,Pallenis spinosa,(L.) Cass.,77233,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3114101,,Asteraceae,1,1,wcvp,0
556,Vagaria parviflora,1,1751803,Vagaria parviflora,1,species,,,NA,(Desf. ex Redouté) Herb.,Amaryllidaceae,Vagaria,Vagaria,1,parviflora,parviflora,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:290995,,Y,Accepted,Vagaria parviflora,Vagaria parviflora,(Desf. ex Redouté) Herb.,1751803,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:290995,,Amaryllidaceae,1,1,wcvp,0
557,Papaver rhoeas,1,474624,Papaver rhoeas,1,species,,,NA,L.,Papaveraceae,Papaver,Papaver,1,rhoeas,rhoeas,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2561554,,Y,Accepted,Papaver rhoeas,Papaver rhoeas,L.,474624,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2561554,,Papaveraceae,1,1,wcvp,0
558,Pariana stenolemma,1,878256,Pariana stenolemma,1,species,,,NA,Tutin,Poaceae,Pariana,Pariana,1,stenolemma,stenolemma,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:431107,,Y,Accepted,Pariana stenolemma,Pariana stenolemma,Tutin,878256,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:431107,,Poaceae,1,1,wcvp,0
559,Passiflora suberosa,1,473747,Passiflora suberosa,1,species,,,NA,L.,Passifloraceae,Passiflora,Passiflora,1,suberosa,suberosa,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2560211,,Y,Accepted,Passiflora suberosa,Passiflora suberosa,L.,473747,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2560211,,Passifloraceae,1,1,wcvp,0
560,Paullinia weinmanniifolia,1,1668162,Paullinia weinmanniifolia,1,species,,,NA,Mart.,Sapindaceae,Paullinia,Paullinia,1,weinmanniifolia,weinmanniifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2543945,,Y,Accepted,Paullinia weinmanniifolia,Paullinia weinmanniifolia,Mart.,1668162,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2543945,,Sapindaceae,1,1,wcvp,0
561,Pavonia schiedeana,1,467455,Pavonia schiedeana,1,species,,,NA,Steud.,Malvaceae,Pavonia,Pavonia,1,schiedeana,schiedeana,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2547240,,Y,Accepted,Pavonia schiedeana,Pavonia schiedeana,Steud.,467455,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2547240,,Malvaceae,1,1,wcvp,0
562,Pedicularis hirsuta,1,464683,Pedicularis hirsuta,1,species,,,NA,L.,Orobanchaceae,Pedicularis,Pedicularis,1,hirsuta,hirsuta,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2542741,,Y,Accepted,Pedicularis hirsuta,Pedicularis hirsuta,L.,464683,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2542741,,Orobanchaceae,1,1,wcvp,0
563,Pedicularis lapponica,1,464811,Pedicularis lapponica,1,species,,,NA,L.,Orobanchaceae,Pedicularis,Pedicularis,1,lapponica,lapponica,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2542999,,Y,Accepted,Pedicularis lapponica,Pedicularis lapponica,L.,464811,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2542999,,Orobanchaceae,1,1,wcvp,0
564,Pedicularis palustris,1,464570,Pedicularis palustris,1,species,,,NA,L.,Orobanchaceae,Pedicularis,Pedicularis,1,palustris,palustris,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2542534,,Y,Accepted,Pedicularis palustris,Pedicularis palustris,L.,464570,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2542534,,Orobanchaceae,1,1,wcvp,0
565,Pedicularis siphonantha,1,468782,Pedicularis siphonantha,1,species,,,NA,D.Don,Orobanchaceae,Pedicularis,Pedicularis,1,siphonantha,siphonantha,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2550197,,Y,Accepted,Pedicularis siphonantha,Pedicularis siphonantha,D.Don,468782,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2550197,,Orobanchaceae,1,1,wcvp,0
566,Petrocoptis grandiflora,1,389596,Petrocoptis grandiflora,1,species,,,NA,Rothm.,Caryophyllaceae,Petrocoptis,Petrocoptis,1,grandiflora,grandiflora,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2409234,,Y,Accepted,Petrocoptis grandiflora,Petrocoptis grandiflora,Rothm.,389596,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2409234,,Caryophyllaceae,1,1,wcvp,0
567,Petrocoptis montsicciana,1,726458,Petrocoptis montsicciana,1,species,,,NA,O.Bolòs & Rivas Mart.,Caryophyllaceae,Petrocoptis,Petrocoptis,1,montsicciana,montsicciana,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2870150,,Y,Accepted,Petrocoptis montsicciana,Petrocoptis montsicciana,O.Bolòs & Rivas Mart.,726458,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2870150,,Caryophyllaceae,1,1,wcvp,0
568,Petrorhagia dubia,1,389690,Petrorhagia dubia,1,species,,,NA,(Raf.) G.López & Romo,Caryophyllaceae,Petrorhagia,Petrorhagia,1,dubia,dubia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2409373,,Y,Accepted,Petrorhagia dubia,Petrorhagia dubia,(Raf.) G.López & Romo,389690,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2409373,,Caryophyllaceae,1,1,wcvp,0
569,Petunia mantiqueirensis,1,1013016,Petunia mantiqueirensis,1,species,,,NA,T.Ando & Hashim.,Solanaceae,Petunia,Petunia,1,mantiqueirensis,mantiqueirensis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2549885,,Y,Accepted,Petunia mantiqueirensis,Petunia mantiqueirensis,T.Ando & Hashim.,1013016,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2549885,,Solanaceae,1,1,wcvp,0
570,Petunia secreta,1,1013042,Petunia secreta,1,species,,,NA,Stehmann & Semir,Solanaceae,Petunia,Petunia,1,secreta,secreta,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2549877,,Y,Accepted,Petunia secreta,Petunia secreta,Stehmann & Semir,1013042,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2549877,,Solanaceae,1,1,wcvp,0
571,Phagnalon graecum,1,136195,Phagnalon graecum,1,species,,,NA,Boiss. & Heldr.,Asteraceae,Phagnalon,Phagnalon,1,graecum,graecum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3087486,,Y,Accepted,Phagnalon graecum,Phagnalon graecum,Boiss. & Heldr.,136195,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3087486,,Asteraceae,1,1,wcvp,0
572,Phlomis fruticosa,1,264332,Phlomis fruticosa,1,species,,,NA,L.,Lamiaceae,Phlomis,Phlomis,1,fruticosa,fruticosa,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:152240,,Y,Accepted,Phlomis fruticosa,Phlomis fruticosa,L.,264332,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:152240,,Lamiaceae,1,1,wcvp,0
573,Phlox divaricata,1,1084564,Phlox divaricata,1,species,,,NA,L.,Polemoniaceae,Phlox,Phlox,1,divaricata,divaricata,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2567286,,Y,Accepted,Phlox divaricata,Phlox divaricata,L.,1084564,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2567286,,Polemoniaceae,1,1,wcvp,0
574,Cinnamomum erythropus,1,597760,Cinnamomum erythropus,1,species,,,NA,(Nees & Mart.) Kosterm.,Lauraceae,Cinnamomum,Cinnamomum,1,erythropus,erythropus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2721282,,Y,Synonym,Aiouea erythropus,Aiouea erythropus,(Nees & Mart.) R.Rohde,1369660,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3014189,,Lauraceae,1,1,wcvp,0
575,Blutaparon vermiculare,1,560042,Blutaparon vermiculare,1,species,,,NA,(L.) Mears,Amaranthaceae,Blutaparon,Blutaparon,1,vermiculare,vermiculare,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000567008,,Y,Accepted,Blutaparon vermiculare,Blutaparon vermiculare,(L.) Mears,560042,species,http://www.worldfloraonline.org/taxon/wfo-0000567008,,Amaranthaceae,1,1,wfo,0
576,Physalis angulata,1,1013098,Physalis angulata,1,species,,,NA,L.,Solanaceae,Physalis,Physalis,1,angulata,angulata,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2549815,,Y,Accepted,Physalis angulata,Physalis angulata,L.,1013098,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2549815,,Solanaceae,1,1,wcvp,0
577,Phytolacca rivinoides,1,475537,Phytolacca rivinoides,1,species,,,NA,Kunth & C.D.Bouché,Phytolaccaceae,Phytolacca,Phytolacca,1,rivinoides,rivinoides,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2562592,,Y,Accepted,Phytolacca rivinoides,Phytolacca rivinoides,Kunth & C.D.Bouché,475537,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2562592,,Phytolaccaceae,1,1,wcvp,0
578,Pilosocereus moritzianus,1,1660058,Pilosocereus moritzianus,1,species,,,NA,(Otto ex Pfeiff.) Byles & G.D.Rowley,Cactaceae,Pilosocereus,Pilosocereus,1,moritzianus,moritzianus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2413944,,Y,Accepted,Pilosocereus moritzianus,Pilosocereus moritzianus,(Otto ex Pfeiff.) Byles & G.D.Rowley,1660058,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2413944,,Cactaceae,1,1,wcvp,0
579,Pilostyles thurberi,1,1113693,Pilostyles thurberi,1,species,,,NA,A.Gray,Apodanthaceae,Pilostyles,Pilostyles,1,thurberi,thurberi,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2544443,,Y,Accepted,Pilostyles thurberi,Pilostyles thurberi,A.Gray,1113693,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2544443,,Apodanthaceae,1,1,wcvp,0
580,Pinguicula alpina,1,462903,Pinguicula alpina,1,species,,,NA,L.,Lentibulariaceae,Pinguicula,Pinguicula,1,alpina,alpina,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517770,,Y,Accepted,Pinguicula alpina,Pinguicula alpina,L.,462903,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517770,,Lentibulariaceae,1,1,wcvp,0
581,Pinguicula ionantha,1,1058352,Pinguicula ionantha,1,species,,,NA,R.K.Godfrey,Lentibulariaceae,Pinguicula,Pinguicula,1,ionantha,ionantha,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517889,,Y,Accepted,Pinguicula ionantha,Pinguicula ionantha,R.K.Godfrey,1058352,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517889,,Lentibulariaceae,1,1,wcvp,0
582,Pinguicula ongifolia subsp longifolia,0.99025364493243,739058,Pinguicula longifolia subsp. longifolia,0.99025364493243,subspecies,,,NA,,Lentibulariaceae,Pinguicula,Pinguicula,1,ongifolia,longifolia,0.9,,,NA,subsp.,longifolia,1,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000747372,,Y,Synonym,Pinguicula longifolia,Pinguicula longifolia,Ramond ex DC.,462948,species,http://www.worldfloraonline.org/taxon/wfo-0000469210,,Lentibulariaceae,1,1,wfo,0
583,Pinguicula lutea,1,1058353,Pinguicula lutea,1,species,,,NA,Walter,Lentibulariaceae,Pinguicula,Pinguicula,1,lutea,lutea,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517928,,Y,Accepted,Pinguicula lutea,Pinguicula lutea,Walter,1058353,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517928,,Lentibulariaceae,1,1,wcvp,0
584,Pinguicula moranensis,1,462912,Pinguicula moranensis,1,species,,,NA,Kunth,Lentibulariaceae,Pinguicula,Pinguicula,1,moranensis,moranensis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517947,,Y,Accepted,Pinguicula moranensis,Pinguicula moranensis,Kunth,462912,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517947,,Lentibulariaceae,1,1,wcvp,0
585,Pinguicula planifolia,1,1058355,Pinguicula planifolia,1,species,,,NA,Chapm.,Lentibulariaceae,Pinguicula,Pinguicula,1,planifolia,planifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517963,,Y,Accepted,Pinguicula planifolia,Pinguicula planifolia,Chapm.,1058355,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517963,,Lentibulariaceae,1,1,wcvp,0
586,Pinguicula vallisneriifolia,1,462841,Pinguicula vallisneriifolia,1,species,,,NA,Webb,Lentibulariaceae,Pinguicula,Pinguicula,1,vallisneriifolia,vallisneriifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517995,,Y,Accepted,Pinguicula vallisneriifolia,Pinguicula vallisneriifolia,Webb,462841,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517995,,Lentibulariaceae,1,1,wcvp,0
587,Pinguicula villosa,1,462832,Pinguicula villosa,1,species,,,NA,L.,Lentibulariaceae,Pinguicula,Pinguicula,1,villosa,villosa,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518000,,Y,Accepted,Pinguicula villosa,Pinguicula villosa,L.,462832,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518000,,Lentibulariaceae,1,1,wcvp,0
588,Pinguicula vulgaris,1,462828,Pinguicula vulgaris,1,species,,,NA,L.,Lentibulariaceae,Pinguicula,Pinguicula,1,vulgaris,vulgaris,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518006,,Y,Accepted,Pinguicula vulgaris,Pinguicula vulgaris,L.,462828,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518006,,Lentibulariaceae,1,1,wcvp,0
589,Piptocarpha rotundifolia,1,58498,Piptocarpha rotundifolia,1,species,,,NA,Baker,Asteraceae,Piptocarpha,Piptocarpha,1,rotundifolia,rotundifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3054064,,Y,Accepted,Piptocarpha rotundifolia,Piptocarpha rotundifolia,Baker,58498,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3054064,,Asteraceae,1,1,wcvp,0
590,Piscidia piscipula,1,166414,Piscidia piscipula,1,species,,,NA,(L.) Sarg.,Fabaceae,Piscidia,Piscidia,1,piscipula,piscipula,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2540278,,Y,Accepted,Piscidia piscipula,Piscidia piscipula,(L.) Sarg.,166414,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2540278,,Fabaceae,1,1,wcvp,0
