ID,Name_submitted,Overall_score,Name_matched_id,Name_matched,Name_score,Name_matched_rank,Author_submitted,Author_matched,Author_score,Canonical_author,Name_matched_accepted_family,Genus_submitted,Genus_matched,Genus_score,Specific_epithet_submitted,Specific_epithet_matched,Specific_epithet_score,Family_submitted,Family_matched,Family_score,Infraspecific_rank,Infraspecific_epithet_matched,Infraspecific_epithet_score,Infraspecific_rank_2,Infraspecific_epithet_2_matched,Infraspecific_epithet_2_score,Annotations,Unmatched_terms,Name_matched_url,Name_matched_lsid,Phonetic,Taxonomic_status,Accepted_name,Accepted_species,Accepted_name_author,Accepted_name_id,Accepted_name_rank,Accepted_name_url,Accepted_name_lsid,Accepted_family,Overall_score_order,Highertaxa_score_order,Source,Warnings
933,Arnebia szechenyi,1,542630,Arnebia szechenyi,1,species,,,NA,Kanitz,Boraginaceae,Arnebia,Arnebia,1,szechenyi,szechenyi,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2653027,,Y,Accepted,Arnebia szechenyi,Arnebia szechenyi,Kanitz,542630,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2653027,,Boraginaceae,1,1,wcvp,0
934,Arthrostema ciliata,0.94341268848788,157008,Arthrostema ciliatum,0.94341268848788,species,,,NA,Ruiz & Pav.,Melastomataceae,Arthrostema,Arthrostema,1,ciliata,ciliatum,0.75,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000158786,,,No opinion,,,,,,,,,1,1,wfo,0
935,Arundina graminifolia,1,276992,Arundina graminifolia,1,species,,,NA,(D.Don) Hochr.,Orchidaceae,Arundina,Arundina,1,graminifolia,graminifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:16436,,Y,Accepted,Arundina graminifolia,Arundina graminifolia,(D.Don) Hochr.,276992,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:16436,,Orchidaceae,1,1,wcvp,0
936,Aster oreophilus,1,8677,Aster oreophilus,1,species,,,NA,Franch.,Asteraceae,Aster,Aster,1,oreophilus,oreophilus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3099740,,Y,Accepted,Aster oreophilus,Aster oreophilus,Franch.,8677,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3099740,,Asteraceae,1,1,wcvp,2
937,Aster vestitus,1,124106,Aster vestitus,1,species,,,NA,Franch.,Asteraceae,Aster,Aster,1,vestitus,vestitus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3099946,,Y,Accepted,Aster vestitus,Aster vestitus,Franch.,124106,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3099946,,Asteraceae,1,1,wcvp,0
938,Astrophytum ornatum,1,548191,Astrophytum ornatum,1,species,,,NA,(DC.) Britton & Rose,Cactaceae,Astrophytum,Astrophytum,1,ornatum,ornatum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2664233,,Y,Accepted,Astrophytum ornatum,Astrophytum ornatum,(DC.) Britton & Rose,548191,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2664233,,Cactaceae,1,1,wcvp,0
939,Atraphaxis bracteata,1,548772,Atraphaxis bracteata,1,species,,,NA,Losinsk.,Polygonaceae,Atraphaxis,Atraphaxis,1,bracteata,bracteata,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2664931,,Y,Accepted,Atraphaxis bracteata,Atraphaxis bracteata,Losinsk.,548772,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2664931,,Polygonaceae,1,1,wcvp,0
940,Bauhinia cheilantha,1,171731,Bauhinia cheilantha,1,species,,,NA,(Bong.) Steud.,Fabaceae,Bauhinia,Bauhinia,1,cheilantha,cheilantha,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2671449,,Y,Accepted,Bauhinia cheilantha,Bauhinia cheilantha,(Bong.) Steud.,171731,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2671449,,Fabaceae,1,1,wcvp,0
941,Begonia fimbristipula,1,815268,Begonia fimbristipula,1,species,,,NA,Hance,Begoniaceae,Begonia,Begonia,1,fimbristipula,fimbristipula,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:361592,,Y,Accepted,Begonia fimbristipula,Begonia fimbristipula,Hance,815268,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:361592,,Begoniaceae,1,1,wcvp,0
942,Begonia tonduzii,1,1737490,Begonia tonduzii,1,species,,,NA,C.DC. ex T.Durand & Pittier,Begoniaceae,Begonia,Begonia,1,tonduzii,tonduzii,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:363239,,Y,Accepted,Begonia tonduzii,Begonia tonduzii,C.DC. ex T.Durand & Pittier,1737490,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:363239,,Begoniaceae,1,1,wcvp,0
943,Begonia urophylla,1,817073,Begonia urophylla,1,species,,,NA,Hook.,Begoniaceae,Begonia,Begonia,1,urophylla,urophylla,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:363308,,Y,Accepted,Begonia urophylla,Begonia urophylla,Hook.,817073,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:363308,,Begoniaceae,1,1,wcvp,2
944,Berardia subacaulis,1,41241,Berardia subacaulis,1,species,,,NA,Vill.,Asteraceae,Berardia,Berardia,1,subacaulis,subacaulis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3039744,,Y,Synonym,Berardia lanuginosa,Berardia lanuginosa,(Lam.) Fiori & Paol.,58475,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3040670,,Asteraceae,1,1,wcvp,0
945,Bergenia scopulosa,1,557297,Bergenia scopulosa,1,species,,,NA,T.P.Wang,Saxifragaceae,Bergenia,Bergenia,1,scopulosa,scopulosa,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2674830,,Y,Accepted,Bergenia scopulosa,Bergenia scopulosa,T.P.Wang,557297,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2674830,,Saxifragaceae,1,1,wcvp,0
946,Bionia coriacea,1,174124,Bionia coriacea,1,species,,,NA,(Nees) Benth.,Fabaceae,Bionia,Bionia,1,coriacea,coriacea,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2676094,,Y,Accepted,Bionia coriacea,Bionia coriacea,(Nees) Benth.,174124,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2676094,,Fabaceae,1,1,wcvp,0
947,Bletilla striata,1,1776035,Bletilla striata,1,species,,,NA,(Thunb.) Rchb.f.,Orchidaceae,Bletilla,Bletilla,1,striata,striata,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22655,,Y,Accepted,Bletilla striata,Bletilla striata,(Thunb.) Rchb.f.,1776035,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22655,,Orchidaceae,1,1,wcvp,0
948,Bomarea hirtella,1,1468733,Bomarea hirtella,1,species,,,NA,(Kunth) Penny,Alstroemeriaceae,Bomarea,Bomarea,1,hirtella,hirtella,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300752,,Y,Synonym,Bomarea edulis,Bomarea edulis,(Tussac) Herb.,1751899,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:300711,,Alstroemeriaceae,1,1,wcvp,0
949,Bouvardia ternifolia,1,1735451,Bouvardia ternifolia,1,species,,,NA,(Cav.) Schltdl.,Rubiaceae,Bouvardia,Bouvardia,1,ternifolia,ternifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23672,,Y,Accepted,Bouvardia ternifolia,Bouvardia ternifolia,(Cav.) Schltdl.,1735451,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23672,,Rubiaceae,1,1,wcvp,0
950,Brachystele unilateralis,1,1746477,Brachystele unilateralis,1,species,,,NA,(Poir.) Schltr.,Orchidaceae,Brachystele,Brachystele,1,unilateralis,unilateralis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23927,,Y,Accepted,Brachystele unilateralis,Brachystele unilateralis,(Poir.) Schltr.,1746477,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23927,,Orchidaceae,1,1,wcvp,0
951,Bromelia antiacantha,1,336600,Bromelia antiacantha,1,species,,,NA,Bertol.,Bromeliaceae,Bromelia,Bromelia,1,antiacantha,antiacantha,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:222029,,Y,Accepted,Bromelia antiacantha,Bromelia antiacantha,Bertol.,336600,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:222029,,Bromeliaceae,1,1,wcvp,0
952,Broughtonia lindenii,1,428502,Broughtonia lindenii,1,species,,,NA,(Lindl.) Dressler,Orchidaceae,Broughtonia,Broughtonia,1,lindenii,lindenii,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:24793,,Y,Accepted,Broughtonia lindenii,Broughtonia lindenii,(Lindl.) Dressler,428502,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:24793,,Orchidaceae,1,1,wcvp,0
953,Buddleja asiatica,1,566911,Buddleja asiatica,1,species,,,NA,Lour.,Scrophulariaceae,Buddleja,Buddleja,1,asiatica,asiatica,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2685315,,Y,Accepted,Buddleja asiatica,Buddleja asiatica,Lour.,566911,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2685315,,Scrophulariaceae,1,1,wcvp,0
954,Buddleja crispa,1,566979,Buddleja crispa,1,species,,,NA,Benth.,Scrophulariaceae,Buddleja,Buddleja,1,crispa,crispa,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2685379,,Y,Accepted,Buddleja crispa,Buddleja crispa,Benth.,566979,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2685379,,Scrophulariaceae,1,1,wcvp,0
955,Buddleja forrestii,1,567027,Buddleja forrestii,1,species,,,NA,Diels,Scrophulariaceae,Buddleja,Buddleja,1,forrestii,forrestii,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2685421,,Y,Accepted,Buddleja forrestii,Buddleja forrestii,Diels,567027,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2685421,,Scrophulariaceae,1,1,wcvp,0
956,Buddleja macrostachya,1,567120,Buddleja macrostachya,1,species,,,NA,Benth.,Scrophulariaceae,Buddleja,Buddleja,1,macrostachya,macrostachya,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2685507,,Y,Accepted,Buddleja macrostachya,Buddleja macrostachya,Benth.,567120,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2685507,,Scrophulariaceae,1,1,wcvp,0
957,Buddleja myriantha,1,567150,Buddleja myriantha,1,species,,,NA,Diels,Scrophulariaceae,Buddleja,Buddleja,1,myriantha,myriantha,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2685534,,Y,Accepted,Buddleja myriantha,Buddleja myriantha,Diels,567150,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2685534,,Scrophulariaceae,1,1,wcvp,0
958,Bulbophyllum ambrosia,1,1776098,Bulbophyllum ambrosia,1,species,,,NA,(Hance) Schltr.,Orchidaceae,Bulbophyllum,Bulbophyllum,1,ambrosia,ambrosia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:25128,,Y,Accepted,Bulbophyllum ambrosia,Bulbophyllum ambrosia,(Hance) Schltr.,1776098,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:25128,,Orchidaceae,1,1,wcvp,0
959,Burmeistera cyclostgmata,0.98850510141534,817355,Burmeistera cyclostigmata,0.98850510141534,species,,,NA,Donn.Sm.,Campanulaceae,Burmeistera,Burmeistera,1,cyclostgmata,cyclostigmata,0.92307692307692,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:363582,,,Accepted,Burmeistera cyclostigmata,Burmeistera cyclostigmata,Donn.Sm.,817355,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:363582,,Campanulaceae,1,1,wcvp,0
960,Byrsonima cydoniifolia,1,569796,Byrsonima cydoniifolia,1,species,,,NA,A.Juss.,Malpighiaceae,Byrsonima,Byrsonima,1,cydoniifolia,cydoniifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2688193,,Y,Accepted,Byrsonima cydoniifolia,Byrsonima cydoniifolia,A.Juss.,569796,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2688193,,Malpighiaceae,1,1,wcvp,0
961,Byrsonima intermedia,1,569862,Byrsonima intermedia,1,species,,,NA,A.Juss.,Malpighiaceae,Byrsonima,Byrsonima,1,intermedia,intermedia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2688253,,Y,Accepted,Byrsonima intermedia,Byrsonima intermedia,A.Juss.,569862,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2688253,,Malpighiaceae,1,1,wcvp,0
962,Byrsonima pathyphylla,0.98599670627294,569954,Byrsonima pachyphylla,0.98599670627294,species,,,NA,A.Juss.,Malpighiaceae,Byrsonima,Byrsonima,1,pathyphylla,pachyphylla,0.90909090909091,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2688339,,,Accepted,Byrsonima pachyphylla,Byrsonima pachyphylla,A.Juss.,569954,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2688339,,Malpighiaceae,1,1,wcvp,0
963,Byttneria scabra,1,570265,Byttneria scabra,1,species,,,NA,L.,Malvaceae,Byttneria,Byttneria,1,scabra,scabra,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2688660,,Y,Synonym,Ayenia scabra,Ayenia scabra,(L.) Christenh. & Byng,1371417,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3226862,,Malvaceae,1,1,wcvp,0
964,Cabomba aquatica,1,696774,Cabomba aquatica,1,species,,,NA,Aubl.,Cabombaceae,Cabomba,Cabomba,1,aquatica,aquatica,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:28279,,Y,Accepted,Cabomba aquatica,Cabomba aquatica,Aubl.,696774,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:28279,,Cabombaceae,1,1,wcvp,0
965,Caesalpinia echinata,1,171810,Caesalpinia echinata,1,species,,,NA,Lam.,Fabaceae,Caesalpinia,Caesalpinia,1,echinata,echinata,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2689837,,Y,Synonym,Paubrasilia echinata,Paubrasilia echinata,"(Lam.) Gagnon, H.C.Lima & G.P.Lewis",1286363,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3010130,,Fabaceae,1,1,wcvp,0
966,Caesalpinia pluviosa,1,171827,Caesalpinia pluviosa,1,species,,,NA,DC.,Fabaceae,Caesalpinia,Caesalpinia,1,pluviosa,pluviosa,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2690038,,Y,Synonym,Cenostigma pluviosum,Cenostigma pluviosum,(DC.) Gagnon & G.P.Lewis,1314247,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3008797,,Fabaceae,1,1,wcvp,0
967,Caesalpinia pyramidalis,1,179763,Caesalpinia pyramidalis,1,species,,,NA,Tul.,Fabaceae,Caesalpinia,Caesalpinia,1,pyramidalis,pyramidalis,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2690058,,Y,Synonym,Cenostigma pyramidale,Cenostigma pyramidale,(Tul.) Gagnon & G.P.Lewis,1314258,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3008942,,Fabaceae,1,1,wcvp,0
968,Caldesia parnassifolia,1,1785573,Caldesia parnassifolia,1,species,,,NA,(Bassi) Parl.,Alismataceae,Caldesia,Caldesia,1,parnassifolia,parnassifolia,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301599,,Y,Accepted,Caldesia parnassifolia,Caldesia parnassifolia,(Bassi) Parl.,1785573,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301599,,Alismataceae,1,1,wcvp,0
969,Calligonum ebi-nuricum,0.98599670627294,573263,Calligonum ebinuricum,0.98599670627294,species,,,NA,N.A.Ivanova ex Soskov,Polygonaceae,Calligonum,Calligonum,1,ebi-nuricum,ebinuricum,0.90909090909091,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2692523,,Y,Accepted,Calligonum ebinuricum,Calligonum ebinuricum,N.A.Ivanova ex Soskov,573263,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2692523,,Polygonaceae,1,1,wcvp,0
970,Calotropis gigantean,0.98210117101673,1239943,Calotropis gigantea,0.98210117101673,species,,,NA,(L.) W.T.Aiton,Apocynaceae,Calotropis,Calotropis,1,gigantean,gigantea,0.88888888888889,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:502084,,,Accepted,Calotropis gigantea,Calotropis gigantea,(L.) W.T.Aiton,1239943,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:502084,,Apocynaceae,1,1,wcvp,2
971,Campanula medium,1,819084,Campanula medium,1,species,,,NA,L.,Campanulaceae,Campanula,Campanula,1,medium,medium,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:365242,,Y,Accepted,Campanula medium,Campanula medium,L.,819084,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:365242,,Campanulaceae,1,1,wcvp,0
972,Campanula patula,1,819300,Campanula patula,1,species,,,NA,L.,Campanulaceae,Campanula,Campanula,1,patula,patula,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:365444,,Y,Accepted,Campanula patula,Campanula patula,L.,819300,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:365444,,Campanulaceae,1,1,wcvp,0
973,Campanula rapunculus,1,819680,Campanula rapunculus,1,species,,,NA,L.,Campanulaceae,Campanula,Campanula,1,rapunculus,rapunculus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:365813,,Y,Accepted,Campanula rapunculus,Campanula rapunculus,L.,819680,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:365813,,Campanulaceae,1,1,wcvp,0
974,Campanula spatulata subsp. Spatulata,0.9,820229,Campanula spatulata,1,species,,,NA,Sm.,Campanulaceae,Campanula,Campanula,1,spatulata,spatulata,1,,,NA,,,NA,,,NA,,subsp. Spatulata,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366379,,Y,Accepted,Campanula spatulata,Campanula spatulata,Sm.,820229,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366379,,Campanulaceae,1,1,wcvp,0
975,Campanula spatulata subsp. Spruneriana,0.9,820229,Campanula spatulata,1,species,,,NA,Sm.,Campanulaceae,Campanula,Campanula,1,spatulata,spatulata,1,,,NA,,,NA,,,NA,,subsp. Spruneriana,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366379,,Y,Accepted,Campanula spatulata,Campanula spatulata,Sm.,820229,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366379,,Campanulaceae,1,1,wcvp,0
976,Canthium coromandelicum,1,788248,Canthium coromandelicum,1,species,,,NA,(Burm.f.) Alston,Rubiaceae,Canthium,Canthium,1,coromandelicum,coromandelicum,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:33541,,Y,Accepted,Canthium coromandelicum,Canthium coromandelicum,(Burm.f.) Alston,788248,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:33541,,Rubiaceae,1,1,wcvp,0
977,Capanea  grandiflora,1,577049,Capanea grandiflora,1,species,,,NA,(Kunth) Decne. ex Planch.,Gesneriaceae,Capanea,Capanea,1,grandiflora,grandiflora,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3003545,,Y,Synonym,Kohleria tigridia,Kohleria tigridia,(Ohlend.) Roalson & Boggan,352600,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2336648,,Gesneriaceae,1,1,wcvp,0
978,Caperonia pallustris,0.98428510306992,1512857,Caperonia palustris,0.98428510306992,species,,,NA,(L.) A.St.-Hil.,Euphorbiaceae,Caperonia,Caperonia,1,pallustris,palustris,0.9,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:34002,,Y,Accepted,Caperonia palustris,Caperonia palustris,(L.) A.St.-Hil.,1512857,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:34002,,Euphorbiaceae,1,1,wcvp,0
979,Capparis brevispina,1,577369,Capparis brevispina,1,species,,,NA,DC.,Capparaceae,Capparis,Capparis,1,brevispina,brevispina,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2697020,,Y,Accepted,Capparis brevispina,Capparis brevispina,DC.,577369,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2697020,,Capparaceae,1,1,wcvp,0
980,Capparis herbacea,1,577585,Capparis herbacea,1,species,,,NA,Willd.,Capparaceae,Capparis,Capparis,1,herbacea,herbacea,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2697225,,Y,Synonym,Capparis spinosa var. herbacea,Capparis spinosa,(Willd.) Fici,1350847,variety,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2995259,,Capparaceae,1,1,wcvp,0
981,Capparis zeylanica,1,578114,Capparis zeylanica,1,species,,,NA,L.,Capparaceae,Capparis,Capparis,1,zeylanica,zeylanica,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2697723,,Y,Accepted,Capparis zeylanica,Capparis zeylanica,L.,578114,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2697723,,Capparaceae,1,1,wcvp,0
982,Caragana korshinskii,1,194777,Caragana korshinskii,1,species,,,NA,Kom.,Fabaceae,Caragana,Caragana,1,korshinskii,korshinskii,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2698797,,Y,Accepted,Caragana korshinskii,Caragana korshinskii,Kom.,194777,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2698797,,Fabaceae,1,1,wcvp,0
983,Cardamine bilobata,1,579364,Cardamine bilobata,1,species,,,NA,Kirk,Brassicaceae,Cardamine,Cardamine,1,bilobata,bilobata,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2699505,,Y,Accepted,Cardamine bilobata,Cardamine bilobata,Kirk,579364,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2699505,,Brassicaceae,1,1,wcvp,0
984,Carduus tmoleus,1,118470,Carduus tmoleus,1,species,,,NA,Boiss.,Asteraceae,Carduus,Carduus,1,tmoleus,tmoleus,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3041186,,Y,Accepted,Carduus tmoleus,Carduus tmoleus,Boiss.,118470,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3041186,,Asteraceae,1,1,wcvp,0
985,Cavendishia crassifolia,1,584108,Cavendishia crassifolia,1,species,,,NA,(Benth.) Hemsl.,Ericaceae,Cavendishia,Cavendishia,1,crassifolia,crassifolia,1,,,NA,,,NA,,,NA,,,http://www.worldfloraonline.org/taxon/wfo-0000591325,,Y,Accepted,Cavendishia crassifolia,Cavendishia crassifolia,(Benth.) Hemsl.,584108,species,http://www.worldfloraonline.org/taxon/wfo-0000591325,,Ericaceae,1,1,wfo,0
986,Centaurea pindicola,1,80650,Centaurea pindicola,1,species,,,NA,Griseb.,Asteraceae,Centaurea,Centaurea,1,pindicola,pindicola,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3048957,,Y,Accepted,Centaurea pindicola,Centaurea pindicola,Griseb.,80650,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3048957,,Asteraceae,1,1,wcvp,2
987,Cephaelis axillaris,1,817233,Cephaelis axillaris,1,species,,,NA,Sw.,Rubiaceae,Cephaelis,Cephaelis,1,axillaris,axillaris,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:36346,,Y,Synonym,Palicourea axillaris,Palicourea axillaris,(Sw.) Borhidi,911640,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:466194,,Rubiaceae,1,1,wcvp,0
988,Cephaelis elata,1,817966,Cephaelis elata,1,species,,,NA,Sw.,Rubiaceae,Cephaelis,Cephaelis,1,elata,elata,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:36416,,Y,Synonym,Palicourea elata,Palicourea elata,(Sw.) Borhidi,911930,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:466529,,Rubiaceae,1,1,wcvp,0
989,Chamaecrista chamaecristoides,1,173317,Chamaecrista chamaecristoides,1,species,,,NA,(Collad.) Greene,Fabaceae,Chamaecrista,Chamaecrista,1,chamaecristoides,chamaecristoides,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2714729,,Y,Accepted,Chamaecrista chamaecristoides,Chamaecrista chamaecristoides,(Collad.) Greene,173317,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2714729,,Fabaceae,1,1,wcvp,0
990,Chamaecrista desvauxii,1,173320,Chamaecrista desvauxii,1,species,,,NA,(Collad.) Killip,Fabaceae,Chamaecrista,Chamaecrista,1,desvauxii,desvauxii,1,,,NA,,,NA,,,NA,,,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2714802,,Y,Accepted,Chamaecrista desvauxii,Chamaecrista desvauxii,(Collad.) Killip,173320,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2714802,,Fabaceae,1,1,wcvp,0
