og_species,sym_all,sources
Rauvolfia caffra,actinomorphic,2023TRY_350
Rauvolfia mannii,actinomorphic,2023TRY_350
Rauvolfia vomitoria,actinomorphic,2023TRY_350
Ravenala madagascariensis,zygomorphic,jolyandschoen2021
Razisea spicata,zygomorphic,jolyandschoen2021
Regelia inops,actinomorphic,stephens2021
Reichardia picroides,actinomorphic,yoderetal2020
Reichardia tingitana,zygomorphic,stephens2021
Reinwardtia indica,actinomorphic,jolyandschoen2021
Reissantia buchananii,actinomorphic,2023TRY_350
Relhania pungens,actinomorphic,2023TRY_350
Remijia densiflora,actinomorphic,yoderetal2020
Renealmia polyantha,zygomorphic,2023TRY_350
Renealmia sp1 M_PL_071,zygomorphic,yoderetal2020
Reseada luteola,actinomorphic,yoderetal2020
Reseda alba,actinomorphic,yoderetal2020
Resnova humifusa,actinomorphic,2023TRY_350
Restio sp,actinomorphic,2023TRY_319
Retiniphyllum rhabdocalyx,actinomorphic,yoderetal2020
Retzia capensis,actinomorphic,2023TRY_350
Reynoutria japonica,actinomorphic,yoderetal2020
Rhabdadenia biflora,actinomorphic,yoderetal2020
Rhabdodendron amazonicum,actinomorphic,jolyandschoen2021
Rhabdophyllum arnoldianum,actinomorphic,2023TRY_350
Rhamnella franguloides,actinomorphic,yoderetal2020
Rhamnus cathartica,actinomorphic,jolyandschoen2021
Rhamnus glandulosa,actinomorphic,yoderetal2020
Rhamnus lanceolata,actinomorphic,yoderetal2020
Rhamnus staddo,actinomorphic,2023TRY_350
Rhamphicarpa fistulosa,actinomorphic,2023TRY_350
Rhaphiolepis indica,actinomorphic,yoderetal2020
Rhaphiostylis beninensis,actinomorphic,2023TRY_350
Rhaphithamnus spinosus,actinomorphic,yoderetal2020
Rhigiophyllum squarrosum,actinomorphic,2023TRY_350
Rhigozum obovatum,actinomorphic,2023TRY_350
Rhigozum trichotomum,actinomorphic,2023TRY_350
Rhinacanthus gracilis,zygomorphic,2023TRY_350
Rhinacanthus nasutus,zygomorphic,jolyandschoen2021
Rhinacanthus oblongus,zygomorphic,jolyandschoen2021
Rhinacanthus virens,zygomorphic,2023TRY_350
Rhinanthus serotinus,zygomorphic,jolyandschoen2021
Rhipogonum elseyanum,actinomorphic,jolyandschoen2021
Rhipsalis baccifera,actinomorphic,2023TRY_350
Rhizophora mangle,actinomorphic,2023TRY_350
Rhizophora mucronata,actinomorphic,2023TRY_350
Rhizophora racemosa,actinomorphic,2023TRY_350
Rhizophora stylosa,actinomorphic,jolyandschoen2021
Rhodamnia dumetorum,actinomorphic,jolyandschoen2021
Rhodanthe anthemoides,actinomorphic,stephens2021
Rhodanthe citrina,actinomorphic,stephens2021
Rhodanthe corymbiflora,actinomorphic,stephens2021
Rhodanthe diffusa,actinomorphic,stephens2021
Rhodanthe floribunda,actinomorphic,stephens2021
Rhodanthe haigii,actinomorphic,stephens2021
Rhodanthe humboldtiana,actinomorphic,stephens2021
Rhodanthe laevis,actinomorphic,stephens2021
Rhodanthe manglesii,actinomorphic,stephens2021
Rhodanthe maryonii,actinomorphic,stephens2021
Rhodanthe microglossa,actinomorphic,stephens2021
Rhodanthe moschata,actinomorphic,stephens2021
Rhodanthe pygmaea,actinomorphic,stephens2021
Rhodanthe spicata,actinomorphic,stephens2021
Rhodanthe stricta,actinomorphic,stephens2021
Rhodanthe tietkensii,actinomorphic,stephens2021
Rhodanthe troedelii,actinomorphic,stephens2021
Rhodanthe uniflora,actinomorphic,stephens2021
Rhodiola rosea,actinomorphic,yoderetal2020
Rhodochiton atrosanguineum,zygomorphic,jolyandschoen2021
Rhododendron canadense,zygomorphic,jolyandschoen2021
Rhododendron cyanocarpum,zygomorphic,jolyandschoen2021
Rhododendron degronianum,actinomorphic,yoderetal2020
Rhododendron farrerae,zygomorphic,jolyandschoen2021
Rhododendron ferrugineum,zygomorphic,jolyandschoen2021
Rhododendron hippophaeoides,zygomorphic,jolyandschoen2021
Rhododendron hirsutum,zygomorphic,jolyandschoen2021
Rhododendron hongkongense,zygomorphic,jolyandschoen2021
Rhododendron kaempferi,actinomorphic,yoderetal2020
Rhododendron kiusuanum,actinomorphic,yoderetal2020
Rhododendron lapponicum,actinomorphic zygomorphic,jolyandschoen2021 yoderetal2020
Rhododendron latifolium,actinomorphic,jolyandschoen2021
Rhododendron macgregoriae,zygomorphic,jolyandschoen2021
Rhododendron macrosepalum,actinomorphic zygomorphic,jolyandschoen2021 yoderetal2020
Rhododendron mucronata,actinomorphic,yoderetal2020
Rhododendron oomurasalei,actinomorphic,yoderetal2020
Rhododendron periclymenoides,zygomorphic,jolyandschoen2021
Rhododendron ponticum,zygomorphic,jolyandschoen2021
Rhododendron quadrasianum,zygomorphic,jolyandschoen2021
Rhododendron reticulatum,actinomorphic,yoderetal2020
Rhododendron retusum,zygomorphic,jolyandschoen2021
Rhododendron simiarum,zygomorphic,jolyandschoen2021
Rhododendron simsii,zygomorphic,jolyandschoen2021
Rhododendron tashiroi,actinomorphic,yoderetal2020
Rhododendron wadanum,actinomorphic,yoderetal2020
Rhodohypoxis milloides,actinomorphic,jolyandschoen2021
Rhodoleia championii,zygomorphic,jolyandschoen2021
Rhodopentas parvifolia,actinomorphic,2023TRY_350
Rhodophiala montana,actinomorphic,yoderetal2020
Rhodophiala rhodolirion,zygomorphic,jolyandschoen2021
Rhodothamnus chamaecistus,zygomorphic,jolyandschoen2021
Rhoicissus rhomboidea,actinomorphic,2023TRY_350
Rhoicissus tridentata,actinomorphic,2023TRY_350
Rhopalocarpus lucidus,actinomorphic,jolyandschoen2021
Rhus canadensis,actinomorphic,yoderetal2020
Rhus copallina,actinomorphic,yoderetal2020
Rhus glabra,actinomorphic,yoderetal2020
Rhus javanica,actinomorphic,yoderetal2020
Rhus sylvestris,actinomorphic,yoderetal2020
Rhus toxicodendron,actinomorphic,yoderetal2020
Rhus trichocarpa,actinomorphic,yoderetal2020
Rhynchanthera serrulata,actinomorphic,yoderetal2020
Rhyncharrhena linearis,actinomorphic,stephens2021
Rhynchoglossum notonianum,zygomorphic,jolyandschoen2021
Rhynchosia australis,zygomorphic,stephens2021
Rhynchosia cytisoides,zygomorphic,jolyandschoen2021
Rhynchosia edulis,zygomorphic,jolyandschoen2021
Rhynchosia hirta,zygomorphic,2023TRY_350
Rhynchosia insignis,zygomorphic,2023TRY_350
Rhynchosia luteola,zygomorphic,2023TRY_350
Rhynchosia minima,zygomorphic,yoderetal2020 stephens2021 2023TRY_350
Rhynchosia monophylla,zygomorphic,2023TRY_350
Rhynchosia nyikensis,zygomorphic,2023TRY_350
Rhynchosia procurrens,zygomorphic,2023TRY_350
Rhynchospora candida,actinomorphic,2023TRY_350
Rhynchospora corymbosa,actinomorphic,2023TRY_350
Rhynchospora holoschoenoides,actinomorphic,2023TRY_350
Rhynchotechum discolor,actinomorphic,yoderetal2020
Rhytidophyllum auriculatum,zygomorphic,jolyandschoen2021
Rhytidophyllum exsertum,zygomorphic,jolyandschoen2021
Rhytidosporum procumbens,actinomorphic,stephens2021
Ribes aureum,actinomorphic,jolyandschoen2021
Ribes gracile,actinomorphic,yoderetal2020
Ribes magellanicum,actinomorphic,yoderetal2020
Ribes maximowiczianum,actinomorphic,yoderetal2020
Richardia brasiliensis,actinomorphic,2023TRY_350
Richardia scabra,actinomorphic,2023TRY_350
Richea continentis,actinomorphic,yoderetal2020 stephens2021
Richterago amplexifolia,actinomorphic,jolyandschoen2021
Richterago angustifolia,actinomorphic,jolyandschoen2021
Ricinocarpos muricatus,actinomorphic,stephens2021
Ricinus communis,actinomorphic,jolyandschoen2021 2023TRY_350
Rinorea brachypetala,actinomorphic,2023TRY_350
Rinorea dentata,actinomorphic,2023TRY_350
Rinorea oblongifolia,actinomorphic,2023TRY_350
Rinorea pubiflora,zygomorphic,jolyandschoen2021
Rinorea subsessilis,actinomorphic,2023TRY_350
Rinorea welwitschii,actinomorphic,2023TRY_350
Ritchiea aprevaliana,actinomorphic,2023TRY_350
Ritchiea capparoides,actinomorphic,2023TRY_350
Ritchiea pygmaea,actinomorphic,2023TRY_350
Rivina humilis,actinomorphic,jolyandschoen2021 2023TRY_350
Robinia pseudacacia,zygomorphic,yoderetal2020
Robsonodendron eucleiforme,actinomorphic,2023TRY_319
Rodgersia podophylla,actinomorphic,yoderetal2020
Rodophiala bifidum,actinomorphic,yoderetal2020
Roebuckiella cheilocarpa,actinomorphic zygomorphic,stephens2021
Roebuckiella ciliocarpa,actinomorphic zygomorphic,stephens2021
Roella ciliata,actinomorphic,2023TRY_350
Roella compacta,actinomorphic,2023TRY_350
Roella incurva,actinomorphic,2023TRY_350
Roella prostrata,actinomorphic,2023TRY_350
Roella triflora,actinomorphic,2023TRY_350
Roepera ammophila,actinomorphic,stephens2021
Roepera apiculata,actinomorphic,stephens2021
Roepera aurantiaca,actinomorphic,stephens2021
Roepera billardierei,actinomorphic,stephens2021
Roepera confluens,actinomorphic,stephens2021
Roepera eichleri,actinomorphic,stephens2021
Roepera emarginata,actinomorphic,stephens2021
Roepera eremaea,actinomorphic,stephens2021
Roepera flexuosa,actinomorphic,2023TRY_350
Roepera fruticulosa,actinomorphic,stephens2021
Roepera glauca,actinomorphic,stephens2021
Roepera howittii,actinomorphic,stephens2021
Roepera iodocarpa,actinomorphic,stephens2021
Roepera kochii,actinomorphic,stephens2021
Roepera lobulata,actinomorphic,stephens2021
Roepera ovata,actinomorphic,stephens2021
Roepera prismatotheca,actinomorphic,stephens2021
Roepera pubescens,actinomorphic,2023TRY_350
Roepera similis,actinomorphic,stephens2021
Rogeria adenophylla,zygomorphic,2023TRY_350
Rogeria longiflora,actinomorphic,2023TRY_350
Romulea atrandra,actinomorphic,2023TRY_350
Romulea autumnalis,actinomorphic,2023TRY_350
Romulea camerooniana,actinomorphic,2023TRY_350
Romulea congoensis,actinomorphic,2023TRY_350
Romulea dichotoma,actinomorphic,2023TRY_350
Romulea eximia,actinomorphic,2023TRY_350
Romulea flava,actinomorphic,2023TRY_350
Romulea hirsuta,actinomorphic,2023TRY_350
Romulea hirsuta var. cuprea,actinomorphic,2023TRY_350
Romulea longipes,actinomorphic,2023TRY_350
Romulea macowanii,actinomorphic,2023TRY_350
Romulea macowanii var. macowanii,actinomorphic,2023TRY_350
Romulea macowanii var. oreophila,actinomorphic,2023TRY_350
Romulea minutiflora,actinomorphic,2023TRY_350
Romulea pilosa,actinomorphic,2023TRY_350
Romulea pratensis,actinomorphic,2023TRY_350
Romulea rosea,actinomorphic,stephens2021 2023TRY_350
Romulea sp,actinomorphic,2023TRY_350
Romulea tetragona var. flavandra,actinomorphic,2023TRY_350
Roridula dentata,actinomorphic,jolyandschoen2021
Roridula gorgonias,actinomorphic,jolyandschoen2021 2023TRY_350
Rorippa indica,actinomorphic,yoderetal2020
Rosa abyssinica,actinomorphic,2023TRY_350
Rosa acicularis,actinomorphic,yoderetal2020
Rosa borboniana,actinomorphic,yoderetal2020
Rosa canina,actinomorphic,jolyandschoen2021 stephens2021
Rosa eglanteria,actinomorphic,yoderetal2020
Rosa humilis,actinomorphic,yoderetal2020
Rosa marginata,actinomorphic,jolyandschoen2021
Rosa multiflora,actinomorphic,yoderetal2020
Rosa multtlflora,actinomorphic,yoderetal2020
Rosa reversa,actinomorphic,jolyandschoen2021
Rosa rubiginosa,actinomorphic,yoderetal2020
Rosa setigera,actinomorphic,yoderetal2020
Rosa spinosissima,actinomorphic,jolyandschoen2021
Rosa virginiana,actinomorphic,jolyandschoen2021
Roscheria,actinomorphic,yoderetal2020
Roscheria melanochaetes,actinomorphic,yoderetal2020
Roscoea cautleyoides,zygomorphic,jolyandschoen2021
Roscoea debilis,zygomorphic,jolyandschoen2021
Roscoea humeana,zygomorphic,jolyandschoen2021
Rosmarinus officinalis,zygomorphic,jolyandschoen2021 yoderetal2020
Rostellularia adscendens,zygomorphic,stephens2021
Rotala tenella,actinomorphic,2023TRY_350
Rotala welwitschii,actinomorphic,2023TRY_350
Rotheca myricoides,zygomorphic,2023TRY_350
Rotheca wildii,zygomorphic,2023TRY_350
Rothmannia capensis,actinomorphic,2023TRY_350
Rothmannia engleriana,actinomorphic,2023TRY_350
Rothmannia fischeri,actinomorphic,2023TRY_350
Rothmannia longiflora,actinomorphic,2023TRY_350
Rothmannia octomera,actinomorphic,2023TRY_350
Rothmannia urcelliformis,actinomorphic,2023TRY_350
Rothmannia whitfieldii,actinomorphic,2023TRY_350
Roupala montana,actinomorphic,jolyandschoen2021
Rourea calophylloides,actinomorphic,2023TRY_350
Rourea coccinea,actinomorphic,2023TRY_350
Rourea minor,actinomorphic,jolyandschoen2021 2023TRY_350
Rourea orientalis,actinomorphic,2023TRY_350
Rourea thomsonii,actinomorphic,2023TRY_350
Roussea simplex,actinomorphic,jolyandschoen2021 yoderetal2020
Rubia cordifolia,actinomorphic,2023TRY_350
Rubia cordifolia subsp. conotricha,actinomorphic,2023TRY_350
Rubus alcefolius,actinomorphic,yoderetal2020
Rubus anglocandicans,actinomorphic,stephens2021
Rubus buergeri,actinomorphic,yoderetal2020
Rubus canadensis,actinomorphic,yoderetal2020
Rubus crataegifolius,actinomorphic,yoderetal2020
Rubus croceacanthus,actinomorphic,yoderetal2020
Rubus deliciosus,actinomorphic,yoderetal2020
Rubus fruticosus,actinomorphic,yoderetal2020
Rubus grayanus,actinomorphic,yoderetal2020
Rubus idaeus f marmoratus,actinomorphic,yoderetal2020
Rubus illecebrosus,actinomorphic,yoderetal2020
Rubus laudatus,actinomorphic,stephens2021
Rubus microphyllus,actinomorphic,yoderetal2020
Rubus niveus,actinomorphic,2023TRY_350
Rubus occidentalis,actinomorphic,yoderetal2020
Rubus palmatus,actinomorphic,yoderetal2020
Rubus parvifolius,actinomorphic,yoderetal2020 stephens2021
Rubus phoenicolasius,actinomorphic,yoderetal2020
Rubus pinnatus,actinomorphic,2023TRY_350
Rubus pungens,actinomorphic,yoderetal2020
Rubus rigidus,actinomorphic,2023TRY_350
Rubus rosaefolius,actinomorphic,yoderetal2020
Rubus sieboldii,actinomorphic,yoderetal2020
Rubus steudneri,zygomorphic,2023TRY_350
Rubus strigosus,actinomorphic,yoderetal2020
Rubus ulmifolius,actinomorphic,yoderetal2020
Rubus villosus,actinomorphic,yoderetal2020
Rubus volkensii,zygomorphic,2023TRY_350
Rudbeckia hirta,actinomorphic,yoderetal2020
Rudbeckia laciniata,actinomorphic,yoderetal2020
Rudbeckia subtomentosa,actinomorphic,yoderetal2020
Rudbeckia triloba,actinomorphic,yoderetal2020
Ruellia angustiflora,zygomorphic,jolyandschoen2021
Ruellia asperula,zygomorphic,jolyandschoen2021 yoderetal2020
Ruellia boranica,actinomorphic,2023TRY_350
Ruellia brevifolia,zygomorphic,jolyandschoen2021 yoderetal2020
Ruellia caroliniensis,zygomorphic,jolyandschoen2021
Ruellia ciliatiflora,zygomorphic,jolyandschoen2021
Ruellia ciliosa,zygomorphic,yoderetal2020
Ruellia humilis,zygomorphic,jolyandschoen2021
Ruellia nudiflora,zygomorphic,jolyandschoen2021
Ruellia paniculata,zygomorphic,jolyandschoen2021
Ruellia patula,actinomorphic zygomorphic,2023TRY_350
Ruellia pedunculata,zygomorphic,jolyandschoen2021
Ruellia prostrata,actinomorphic,2023TRY_350
Ruellia simplex,actinomorphic zygomorphic,jolyandschoen2021 2023TRY_350
Ruellia strepens,zygomorphic,jolyandschoen2021 yoderetal2020
Ruellia subsessilis,zygomorphic,jolyandschoen2021 yoderetal2020
Ruellia succulenta,actinomorphic,jolyandschoen2021
Ruellia tuberosa,zygomorphic,jolyandschoen2021
Rumex abyssinicus,actinomorphic,2023TRY_350
Rumex acetosella,actinomorphic,stephens2021
Rumex brownii,actinomorphic,stephens2021
Rumex nervosus,actinomorphic,2023TRY_350
Rumex vesicarius,actinomorphic,stephens2021
Rungia congoensis,zygomorphic,2023TRY_350
Ruptiliocarpon caracolito,actinomorphic,jolyandschoen2021
Ruschia abbreviata,actinomorphic,2023TRY_350
Ruschia muricata,actinomorphic,2023TRY_350
Ruschia spinosa,actinomorphic,2023TRY_350
Ruschia tecta,actinomorphic,2023TRY_350
Ruspolia decurrens,zygomorphic,2023TRY_350
Ruspolia hypocrateriformis,actinomorphic zygomorphic,2023TRY_350
Ruspolia seticalyx,zygomorphic,2023TRY_350
Ruta chalepensis,actinomorphic,yoderetal2020
Ruta graveolens,actinomorphic,yoderetal2020
Rutidea decorticata,actinomorphic,2023TRY_350
Rutidea fuscescens,actinomorphic,2023TRY_350
Rutidea olenotricha,actinomorphic,2023TRY_350
Rutidea smithii,actinomorphic,2023TRY_350
Rutidosis helichrysoides,actinomorphic,stephens2021
Ryania pyrifera,actinomorphic,yoderetal2020
Rydbergia grandilfora,actinomorphic,yoderetal2020
Ryssopterys timoriensis,actinomorphic,jolyandschoen2021
Rytigynia monantha,actinomorphic,2023TRY_350
Rytigynia senegalensis,actinomorphic,2023TRY_350
Rytigynia umbellulata,actinomorphic,2023TRY_350
Saba comorensis,actinomorphic,2023TRY_350
Saba senegalensis,actinomorphic,2023TRY_350
Sabatia angularis,actinomorphic,jolyandschoen2021
Sabia swinhoei,actinomorphic,jolyandschoen2021
Sabicea africana,actinomorphic,2023TRY_350
Sacciolepis africana,zygomorphic,2023TRY_350
Sacciolepis cymbiandra,zygomorphic,2023TRY_350
Sacoglottis amazonica,actinomorphic,jolyandschoen2021
Saggitaria quyanensis,actinomorphic,yoderetal2020
Sagittaria guayanensis,actinomorphic,2023TRY_350
Sagittaria latifolia,actinomorphic,yoderetal2020
Sagittaria trifolia,actinomorphic,yoderetal2020
Saintpaulia confusa,zygomorphic,jolyandschoen2021
Sairocarpus pusillus,zygomorphic,jolyandschoen2021
Sairocarpus watsonii,zygomorphic,jolyandschoen2021
Salacia cornifolia,actinomorphic,2023TRY_350
Salacia gabunensis,actinomorphic,2023TRY_350
Salacia klainei,actinomorphic,2023TRY_350
Salacia madagascariensis,actinomorphic,2023TRY_350
Salacia rhodesiaca,actinomorphic,2023TRY_350
Salacia stuhlmanniana,actinomorphic,2023TRY_350
Salix amygdaloides,actinomorphic,yoderetal2020
Salix arctica,actinomorphic,yoderetal2020
Salix aurita,actinomorphic,yoderetal2020
Salix cinerea,actinomorphic,yoderetal2020
Salix cordata,actinomorphic,yoderetal2020
Salix fragilis,actinomorphic,yoderetal2020
Salix glauca,actinomorphic,yoderetal2020
Salix gracilistyla,actinomorphic,yoderetal2020
Salix humilis,actinomorphic,yoderetal2020
Salix lanata,actinomorphic,yoderetal2020
Salix longifolia,actinomorphic,yoderetal2020
Salix nigra,actinomorphic,yoderetal2020
Salix polaris,actinomorphic,yoderetal2020
Salix repens,actinomorphic,yoderetal2020
Salix reticulata,actinomorphic,yoderetal2020
Salix sieboldiana,actinomorphic,yoderetal2020
Salix sp1 M_PL_014,actinomorphic,yoderetal2020
Salix sp1 M_PL_045,actinomorphic,yoderetal2020
Salix vulpina,actinomorphic,yoderetal2020
Salpiglossis sinuata,zygomorphic,jolyandschoen2021
Salpiglossus sp1 M_PL_001,actinomorphic,yoderetal2020
Salpinctium natalense,zygomorphic,2023TRY_350
Salsola komarovii,actinomorphic,yoderetal2020
Salvadora persica,actinomorphic,jolyandschoen2021 2023TRY_350
Salvia aethiopis,zygomorphic,jolyandschoen2021
Salvia africana-caerulea,zygomorphic,2023TRY_319 2023TRY_350
Salvia apiana,zygomorphic,jolyandschoen2021
Salvia argentea,zygomorphic,jolyandschoen2021
Salvia austriaca,zygomorphic,jolyandschoen2021
Salvia chamelaeagnea,zygomorphic,2023TRY_350
Salvia chiapensis,zygomorphic,jolyandschoen2021
Salvia coccinea,zygomorphic,jolyandschoen2021
Salvia elegans,zygomorphic,yoderetal2020
Salvia fulgens,zygomorphic,jolyandschoen2021
Salvia gesneriiflora,zygomorphic,jolyandschoen2021
Salvia glabrescens,zygomorphic,yoderetal2020
Salvia glutinosa,zygomorphic,jolyandschoen2021
Salvia heerii,zygomorphic,jolyandschoen2021
Salvia japonica,zygomorphic,yoderetal2020
Salvia lanceolata,zygomorphic,jolyandschoen2021
Salvia leucantha,zygomorphic,2023TRY_350
Salvia mellifera,zygomorphic,jolyandschoen2021
Salvia merjamie,zygomorphic,2023TRY_350
Salvia microphylla,zygomorphic,jolyandschoen2021
Salvia mocinoi,zygomorphic,yoderetal2020
Salvia nutans,zygomorphic,jolyandschoen2021
Salvia officinalis,zygomorphic,jolyandschoen2021 2023TRY_350
Salvia repens,zygomorphic,2023TRY_350
Salvia rosmarinus,zygomorphic,2023TRY_350
Salvia sclarea,zygomorphic,jolyandschoen2021
Salvia sclareoides,zygomorphic,jolyandschoen2021
Salvia sellowiana,zygomorphic,jolyandschoen2021 yoderetal2020
Salvia smyrnaea,zygomorphic,jolyandschoen2021
Salvia splendens,zygomorphic,jolyandschoen2021
Salvia triloba,zygomorphic,yoderetal2020
Salvia verbenaca,zygomorphic,jolyandschoen2021 yoderetal2020 stephens2021
Salvia verticillata,zygomorphic,jolyandschoen2021
Salvia virgata,zygomorphic,jolyandschoen2021
Samanea leptophylla,actinomorphic,2023TRY_350
Sambucus canadensis,actinomorphic,yoderetal2020
Sambucus ebulus subsp. africana,actinomorphic,2023TRY_350
Sambucus nigra,actinomorphic,jolyandschoen2021
Sambucus racemosa,actinomorphic,jolyandschoen2021 yoderetal2020
Samolus floribundus,actinomorphic,yoderetal2020
Samolus valerandi,actinomorphic,jolyandschoen2021
Sandersonia aurantiaca,actinomorphic,2023TRY_350
Sangiunaria canadensis,actinomorphic,yoderetal2020
Sanguinaria canadensis,actinomorphic,jolyandschoen2021
Sanguisorba officinalis,actinomorphic,yoderetal2020
Sanicula canadensis,actinomorphic,jolyandschoen2021 yoderetal2020
Sanicula elata,actinomorphic,2023TRY_350
Sanicula graveolens,actinomorphic,yoderetal2020
Sanicula gregaria,actinomorphic,jolyandschoen2021
Sanicula marilandica,actinomorphic,jolyandschoen2021 yoderetal2020
Sansevieria conspicua,actinomorphic,2023TRY_350
Sansevieria cylindrica,actinomorphic,2023TRY_350
Sansevieria ehrenbergii,actinomorphic,2023TRY_350
Sansevieria erythraeae,actinomorphic,2023TRY_350
Sansevieria forsskaliana,actinomorphic,2023TRY_350
Sansevieria kirkii,actinomorphic,2023TRY_350
Sansevieria kirkii var. kirkii,actinomorphic,2023TRY_350
Sansevieria pearsonii,actinomorphic,2023TRY_350
Sansevieria suffruticosa,actinomorphic,2023TRY_350
Santalum acuminatum,actinomorphic,stephens2021
Santalum album,actinomorphic,jolyandschoen2021
Santalum lanceolatum,actinomorphic,stephens2021
Santalum spicatum,actinomorphic,stephens2021
Sapindus delavayi,zygomorphic,jolyandschoen2021
Sapindus saponaria,actinomorphic,jolyandschoen2021
Saponaria officinalis,actinomorphic zygomorphic,jolyandschoen2021 yoderetal2020 2023TRY_350
Sarcocapnos pulcherrima,zygomorphic,jolyandschoen2021
Sarcolaena oblongifolia,actinomorphic,jolyandschoen2021
Sarcopera sessiliflora,actinomorphic,jolyandschoen2021
Sarcophrynium brachystachyum,zygomorphic,2023TRY_350
Sarcophrynium prionogonium,zygomorphic,2023TRY_350
Sarcophrynium schweinfurthianum,zygomorphic,2023TRY_350
Sarcophrynium villosum,zygomorphic,2023TRY_350
Sarcopoterium spinosum,actinomorphic,yoderetal2020
Sarcostemma clausum,actinomorphic,yoderetal2020
Sarcozona praecox,actinomorphic,stephens2021
Sargentodoxa cuneata,actinomorphic,jolyandschoen2021
Sarracenia flava,actinomorphic,jolyandschoen2021
Sarracenia purpurea,actinomorphic,jolyandschoen2021
Saruma henryi,actinomorphic,jolyandschoen2021
Sassafras albidum,actinomorphic,jolyandschoen2021
Sassafras variifolium,actinomorphic,yoderetal2020
Satureja hortensis,zygomorphic,jolyandschoen2021
Satureja thymbra,zygomorphic,yoderetal2020
Satyria panurensis,actinomorphic,yoderetal2020
Satyria warszewiczii,actinomorphic,jolyandschoen2021
Satyrium bicallosum,zygomorphic,2023TRY_350
Satyrium bicorne,zygomorphic,2023TRY_350
Satyrium bracteatum,zygomorphic,2023TRY_350
Satyrium breve,zygomorphic,2023TRY_350
Satyrium buchananii,zygomorphic,2023TRY_350
Satyrium carneum,zygomorphic,2023TRY_350
Satyrium carsonii,zygomorphic,2023TRY_350
Satyrium chlorocorys,zygomorphic,2023TRY_350
Satyrium coriifolium,zygomorphic,2023TRY_350
Satyrium coriophoroides,zygomorphic,2023TRY_350
Satyrium crassicaule,zygomorphic,2023TRY_350
Satyrium cristatum,zygomorphic,2023TRY_350
Satyrium erectum,zygomorphic,2023TRY_350
Satyrium hallackii,zygomorphic,2023TRY_350
Satyrium humile,zygomorphic,2023TRY_350
Satyrium ligulatum,zygomorphic,2023TRY_350
Satyrium longicauda,zygomorphic,jolyandschoen2021 2023TRY_350
Satyrium longicolle,zygomorphic,2023TRY_350
Satyrium lupulinum,zygomorphic,2023TRY_350
Satyrium macrophyllum,zygomorphic,2023TRY_350
Satyrium membranaceum,zygomorphic,2023TRY_350
Satyrium microrrhynchum,zygomorphic,2023TRY_350
Satyrium neglectum,zygomorphic,2023TRY_350
Satyrium odorum,zygomorphic,2023TRY_350
Satyrium paludosum,zygomorphic,2023TRY_350
Satyrium parviflorum,zygomorphic,2023TRY_350
Satyrium pumilum,zygomorphic,2023TRY_350
Satyrium rhynchanthoides,zygomorphic,2023TRY_350
Satyrium shirense,zygomorphic,2023TRY_350
Satyrium sphaerocarpum,zygomorphic,2023TRY_350
Satyrium stenopetalum,zygomorphic,2023TRY_350
Satyrium stenopetalum subsp. brevicalcaratum,zygomorphic,2023TRY_350
Satyrium trinerve,zygomorphic,2023TRY_350
Satyrium volkensii,zygomorphic,2023TRY_350
Sauropus brunonis,actinomorphic,stephens2021
Sauropus elachophyllus,actinomorphic,stephens2021
Sauropus rigens,actinomorphic,stephens2021
Sauropus stenocladus,actinomorphic,stephens2021
Saururus cernuus,actinomorphic,jolyandschoen2021
Saussurea alpina,actinomorphic,jolyandschoen2021
Saussurea gracilis,actinomorphic,yoderetal2020
Saussurea yanagisawae,actinomorphic,yoderetal2020
Sauvagesia angustifolia,actinomorphic,yoderetal2020
Sauvagesia erecta,actinomorphic,jolyandschoen2021 2023TRY_350
Sauvagesia rubiginosa,actinomorphic,jolyandschoen2021 yoderetal2020
Savannosiphon euryphylla,actinomorphic,2023TRY_350
Saxifraga aizoides,actinomorphic,yoderetal2020
Saxifraga caespitosa,actinomorphic,yoderetal2020
Saxifraga cernua,actinomorphic,jolyandschoen2021 yoderetal2020
Saxifraga flagellaris,actinomorphic,yoderetal2020
Saxifraga hederifolia,actinomorphic,2023TRY_350
Saxifraga hirculus,actinomorphic,yoderetal2020
Saxifraga nivalis,actinomorphic,yoderetal2020
Saxifraga oppositifolia,actinomorphic,jolyandschoen2021 yoderetal2020
Saxifraga sp1 M_PL_014,actinomorphic,yoderetal2020
Saxifraga stolonifera,zygomorphic,jolyandschoen2021
Saxifraga tricuspidata,actinomorphic,yoderetal2020
Saxifraga triscupidata,actinomorphic,yoderetal2020
Scabiosa albanensis,actinomorphic zygomorphic,2023TRY_350
Scabiosa atropurpurea,actinomorphic zygomorphic,jolyandschoen2021 stephens2021 yoderetal2020
Scabiosa buekiana,actinomorphic zygomorphic,2023TRY_350
Scabiosa canescens,zygomorphic,jolyandschoen2021
Scabiosa columbaria,actinomorphic zygomorphic,jolyandschoen2021 2023TRY_350
Scabiosa incisa,zygomorphic,2023TRY_350
Scabiosa japonica,actinomorphic,yoderetal2020
Scabiosa stellata,actinomorphic,yoderetal2020
Scabiosa tysonii,actinomorphic zygomorphic,2023TRY_350
Scadoxus cinnabarinus,actinomorphic,2023TRY_350
Scadoxus membranaceus,actinomorphic,2023TRY_350
Scadoxus multiflorus,actinomorphic,2023TRY_350
Scadoxus nutans,actinomorphic,2023TRY_350
